p1,p2,symmetry_class,symmetry_num,esrgan_combined,esrgan_diff,esrgan_min,jpeg_combined,jpeg_diff,jpeg_q_combined,freq_radius_sum,pred_esrgan_nc,pred_jpeg_nc,pred_combined,pred_min_nc,pareto_optimal
"(0, 1)","(4, 2)",asymmetric,0,14.13901040796219,5.603971217078979,4.2675195954416045,7.035996925544291,0.22177376809723404,48.0,5.47213595499958,0.4552506706551508,0.8772727272727273,0.5363322205749086,0.4552506706551508,False
"(0, 1)","(4, 3)",asymmetric,0,13.880607484148744,5.862374140892425,4.009116671628159,7.404587162604246,0.14681646896272094,67.0,6.0,0.47294249210994477,0.7909090909090909,0.521038222538694,0.47294249210994477,False
"(0, 1)","(4, 4)",asymmetric,0,13.556102717427809,6.186878907613358,3.684611904907226,7.381167396381322,0.12339670273979708,79.0,6.656854249492381,0.49516004409941505,0.7363636363636363,0.5180051173687399,0.49516004409941505,False
"(0, 1)","(4, 5)",asymmetric,0,13.361504540114735,6.381477084926432,3.490013727594152,7.570158558203476,0.31238786456195156,120.0,7.4031242374328485,0.5084834080832404,0.55,0.4700900448499442,0.5084834080832404,False
"(0, 1)","(4, 6)",asymmetric,0,13.155283654051685,6.587697970989483,3.2837928415311013,8.063868950425185,0.8060982567836601,114.0,8.21110255092798,0.5226025327534818,0.5772727272727273,0.4867433378339072,0.5226025327534818,False
"(0, 1)","(4, 7)",asymmetric,0,13.087974773532673,6.655006851508494,3.216483961012089,7.982105256210593,0.724334562569068,88.0,9.06225774829855,0.5272109043573732,0.6954545454545454,0.5249629062507875,0.5272109043573732,False
"(0, 1)","(5, 0)",asymmetric,0,14.984066410405022,4.758915214636145,5.1125755978844385,7.350275774837113,0.09250508119558809,35.0,6.0,0.39739304391516017,0.9363636363636364,0.519344917258187,0.39739304391516017,False
"(0, 1)","(5, 1)",asymmetric,0,14.143993241967195,5.598988383073974,4.27250242944661,7.2143888878524205,0.043381805789104,46.0,6.0990195135927845,0.454909515809631,0.8863636363636364,0.5388548003948694,0.454909515809631,False
"(0, 1)","(5, 2)",asymmetric,0,13.777238650029561,5.965742975011606,3.905747837508978,7.048938466769979,0.20883222687154523,66.0,6.385164807134504,0.48001974545614556,0.7954545454545454,0.526648210910051,0.48001974545614556,False
"(0, 1)","(5, 3)",asymmetric,0,13.545713339977729,6.197268285063439,3.6742225274571454,7.217914582976832,0.0398561106646933,75.0,6.830951894845301,0.49587136349224814,0.7545454545454545,0.5238864544589852,0.49587136349224814,False
"(0, 1)","(5, 4)",asymmetric,0,13.381464807569472,6.3615168174716965,3.5099739950488873,7.753406572068583,0.4956358784270578,92.0,7.4031242374328485,0.5071168078807826,0.6772727272727272,0.5074519029102877,0.5071168078807826,False
"(0, 1)","(5, 5)",asymmetric,0,13.239665911326584,6.503315713714583,3.368175098806001,7.68047637770044,0.4227056840589163,115.0,8.071067811865476,0.5168252148825052,0.5727272727272728,0.48191331074768495,0.5168252148825052,False
"(0, 1)","(5, 6)",asymmetric,0,13.114207424287148,6.6287742007540205,3.2427166117665633,8.176118271263402,0.9183475776218768,124.0,8.810249675906654,0.5254148589930832,0.5318181818181817,0.4747943699413044,0.5254148589930832,False
"(0, 1)","(5, 7)",asymmetric,0,13.001188510253744,6.7417931147874235,3.12969769773316,7.910065587916559,0.6522948942750344,103.0,9.602325267042627,0.5331528149673632,0.6272727272727272,0.5080735071622361,0.5331528149673632,False
"(0, 1)","(6, 0)",asymmetric,0,14.571179508072403,5.171802116968765,4.699688695551819,6.880652609842043,0.377118083799481,60.0,7.0,0.4256617695522018,0.8227272727272728,0.5022152435495029,0.4256617695522018,False
"(0, 1)","(6, 1)",asymmetric,0,13.853723046995562,5.889258578045607,3.982232234474977,6.949192005200459,0.3085786884410653,75.0,7.082762530298219,0.4747831626991449,0.7545454545454545,0.5112335339831233,0.4747831626991449,False
"(0, 1)","(6, 2)",asymmetric,0,13.537305009855665,6.205676615185503,3.665814197335081,7.37382992418781,0.11605923054628464,89.0,7.324555320336759,0.4964470484460296,0.6909090909090909,0.5051409563403451,0.4964470484460296,False
"(0, 1)","(6, 3)",asymmetric,0,13.345091250658523,6.397890374382645,3.4736004381379386,7.570829942804609,0.3130592491630848,98.0,7.708203932499369,0.5096071607957089,0.65,0.5007642964774253,0.5096071607957089,False
"(0, 1)","(6, 4)",asymmetric,0,13.225018865210313,6.517962759830855,3.353528052689729,8.097235087510168,0.8394643938686435,114.0,8.21110255092798,0.517828039931483,0.5772727272727273,0.48387864214070797,0.517828039931483,False
"(0, 1)","(6, 5)",asymmetric,0,13.169160046654108,6.57382157838706,3.2976692341335236,8.065428460121902,0.8076577664803772,132.0,8.810249675906654,0.5216524712884809,0.4954545454545455,0.4616278464094522,0.4954545454545455,False
"(0, 1)","(6, 6)",asymmetric,0,13.057384184327242,6.685597440713925,3.1858933718066584,8.439445915034279,1.1816752213927537,131.0,9.48528137423857,0.5293053204515585,0.5,0.46758319227093514,0.5,False
"(0, 1)","(6, 7)",asymmetric,0,13.040800912104546,6.702180712936622,3.1693100995839623,8.321273992389356,1.0635032987478321,112.0,10.219544457292887,0.5304407112086384,0.5863636363636364,0.494173517634274,0.5304407112086384,False
"(0, 1)","(7, 0)",asymmetric,0,14.259831581202043,5.483150043839124,4.38834076868146,7.032875536694055,0.2248951569474693,83.0,8.0,0.44697852499451796,0.7181818181818183,0.48364166045125623,0.44697852499451796,False
"(0, 1)","(7, 1)",asymmetric,0,13.654325280789056,6.088656344252111,3.782834468268473,6.997099415790357,0.2606712778511673,103.0,8.071067811865476,0.4884351354638071,0.6272727272727272,0.48124289946010246,0.4884351354638071,False
"(0, 1)","(7, 2)",asymmetric,0,13.409169933838239,6.3338116912029285,3.5376791213176553,7.290816645889269,0.03304595224774465,106.0,8.280109889280517,0.5052199479687662,0.6136363636363636,0.48722287787216884,0.5052199479687662,False
"(0, 1)","(7, 3)",asymmetric,0,13.226826913646624,6.5161547113945435,3.35533610112604,7.404304555157516,0.14653386151599124,109.0,8.615773105863909,0.5177042500391521,0.6,0.49062255002349126,0.5177042500391521,False
"(0, 1)","(7, 4)",asymmetric,0,13.185523403034965,6.557458222006202,3.314032590514382,8.153056053337753,0.8952853596962282,123.0,9.06225774829855,0.5205321372952778,0.5363636363636364,0.47322837328625755,0.5205321372952778,False
"(0, 1)","(7, 5)",asymmetric,0,13.061371604819822,6.6816100202213455,3.1898807922992383,7.865335503656317,0.6075648100147917,111.0,9.602325267042627,0.5290323176140566,0.5909090909090908,0.4946921178411612,0.5290323176140566,False
"(0, 1)","(7, 6)",asymmetric,0,13.057078479510693,6.6859031455304745,3.1855876669901098,8.354641982542047,1.0968712889005219,114.0,10.219544457292887,0.5293262508456595,0.5772727272727273,0.49077756868921385,0.5293262508456595,False
"(0, 1)","(7, 7)",asymmetric,0,12.924312450996272,6.818669174044897,3.052821638475687,8.112473924982856,0.8547032313413321,110.0,10.899494936611665,0.5384162132852293,0.5954545454545455,0.5016860916075012,0.5384162132852293,False
"(0, 2)","(0, 3)",asymmetric,0,13.661237903464595,1.3504049466700012,6.1554164783972976,5.765733658616314,0.272576067830534,26.0,5.0,0.48796185565584216,0.9772727272727273,0.5859589315753234,0.48796185565584216,False
"(0, 2)","(0, 4)",asymmetric,0,12.915843461810447,2.095799388324152,5.410022036743147,5.931900694806952,0.43874310402117134,34.0,6.0,0.5389960513240837,0.9409090909090909,0.6056703580671775,0.5389960513240837,False
"(0, 2)","(0, 5)",asymmetric,0,12.349807413033908,2.661835437100689,4.84398598796661,6.1260708990479475,0.6329133082621667,50.0,7.0,0.5777502904950047,0.8681818181818182,0.6071047197515482,0.5777502904950047,False
"(0, 2)","(0, 6)",asymmetric,0,11.921594302654745,3.090048547479853,4.415772877587446,6.5912228507129775,1.0980652599271972,61.0,8.0,0.6070683406998065,0.8181818181818181,0.6096955498744293,0.6070683406998065,False
"(0, 2)","(0, 7)",asymmetric,0,11.635910163018124,3.3757326871164723,4.130088737950826,6.54938163721628,1.0562240464304993,71.0,9.0,0.6266279986027739,0.7727272727272727,0.6077949809798462,0.6266279986027739,False
"(0, 2)","(1, 0)",near-symmetric,1,17.886761062297087,2.87511821216249,7.505821425067299,6.446397365907111,0.9532397751213306,22.0,3.0,0.19865707467305171,0.9954545454545455,0.46783060844019464,0.19865707467305171,False
"(0, 2)","(1, 1)",near-symmetric,1,14.225113234647878,0.7865296154867192,6.71929180958058,6.189424840050862,0.6962672492650812,22.0,3.414213562373095,0.4493555522331315,0.9954545454545455,0.6182496949762426,0.4493555522331315,True
"(0, 2)","(1, 2)",asymmetric,0,13.16146179305257,1.8501810570820263,5.6556403679852725,5.4486967129199115,0.04446087786586839,24.0,4.23606797749979,0.5221795401243214,0.9863636363636363,0.6092168149836837,0.5221795401243214,False
"(0, 2)","(1, 3)",asymmetric,0,12.312450406599652,2.6991924435349457,4.806628981532353,5.6737755857795324,0.18061799499375208,29.0,5.16227766016838,0.5803079762911516,0.9636363636363636,0.6372756948656,0.5803079762911516,False
