alpha,spearman_rho,spearman_p,pearson_r,pearson_p,esrgan_isotropy_r,jpeg_isotropy_r,damage_esrgan_pos_4_1,damage_jpeg_pos_4_1,rank_esrgan_pos_4_1,rank_jpeg_pos_4_1,damage_esrgan_pos_1_4,damage_jpeg_pos_1_4,rank_esrgan_pos_1_4,rank_jpeg_pos_1_4
0.05,-0.7161172161172161,2.890977627525878e-11,-0.0830598453903533,0.514071349112049,0.9884178031442465,0.7720529565047667,10.589921440309917,4.967658411512905,5,2,10.826382210823528,4.120344490874614,4,25
0.1,-0.7119047619047618,4.25285106460856e-11,-0.08114683283987031,0.5238431813634834,0.9884958934418939,0.7742463889192597,10.664312988044824,4.980034257719728,5,2,10.910781068351776,4.139243991592476,4,23
0.2,-0.7101190476190475,4.998602994590547e-11,-0.0800720604948996,0.5293736814253049,0.9886237580775743,0.7774254025742635,10.81485548623425,4.999544337328306,5,2,11.083999586373828,4.17841025149936,3,23
0.3,-0.7062728937728937,7.050364757746255e-11,-0.07805788142003034,0.5398155365505111,0.9888131244240572,0.7767737250429055,10.968214152811285,5.027375705355552,5,2,11.256994983703837,4.210462622519552,3,21
