coeff_pair,symmetry,attack,mean_nc,esrgan_damage_p1,esrgan_damage_p2,esrgan_delta,esrgan_combined,jpeg_delta,jpeg_combined
"(1,4)/(7,6)",asymmetric,real_esrgan,0.79375,10.40736375992014,3.1855876669901098,7.22177609293003,13.592951426910249,0.7100583694965046,8.741454901946064
"(1,4)/(7,6)",asymmetric,jpeg_compression_q50,0.9439453125,10.40736375992014,3.1855876669901098,7.22177609293003,13.592951426910249,0.7100583694965046,8.741454901946064
"(1,4)/(7,6)",asymmetric,gaussian_blur_5x5,0.7923828125,10.40736375992014,3.1855876669901098,7.22177609293003,13.592951426910249,0.7100583694965046,8.741454901946064
"(1,4)/(7,6)",asymmetric,espcn_x4,0.99794921875,10.40736375992014,3.1855876669901098,7.22177609293003,13.592951426910249,0.7100583694965046,8.741454901946064
"(1,4)/(6,6)",asymmetric,real_esrgan,0.797265625,10.40736375992014,3.1858933718066584,7.221470388113481,13.593257131726798,0.7948623019887364,8.826258834438296
"(1,4)/(6,6)",asymmetric,jpeg_compression_q50,0.91396484375,10.40736375992014,3.1858933718066584,7.221470388113481,13.593257131726798,0.7948623019887364,8.826258834438296
"(1,4)/(6,6)",asymmetric,gaussian_blur_5x5,0.809375,10.40736375992014,3.1858933718066584,7.221470388113481,13.593257131726798,0.7948623019887364,8.826258834438296
"(1,4)/(6,6)",asymmetric,espcn_x4,0.99833984375,10.40736375992014,3.1858933718066584,7.221470388113481,13.593257131726798,0.7948623019887364,8.826258834438296
"(1,4)/(7,5)",asymmetric,real_esrgan,0.8037109375,10.40736375992014,3.1898807922992383,7.217482967620901,13.597244552219378,0.22075189061077438,8.252148423060333
"(1,4)/(7,5)",asymmetric,jpeg_compression_q50,0.97001953125,10.40736375992014,3.1898807922992383,7.217482967620901,13.597244552219378,0.22075189061077438,8.252148423060333
"(1,4)/(7,5)",asymmetric,gaussian_blur_5x5,0.80986328125,10.40736375992014,3.1898807922992383,7.217482967620901,13.597244552219378,0.22075189061077438,8.252148423060333
"(1,4)/(7,5)",asymmetric,espcn_x4,0.9978515625,10.40736375992014,3.1898807922992383,7.217482967620901,13.597244552219378,0.22075189061077438,8.252148423060333
"(1,0)/(6,7)",asymmetric,real_esrgan,0.38994140625,10.380939637229789,3.1693100995839623,7.211629537645827,13.55024973681375,0.9925700750543736,8.392207216082815
"(1,0)/(6,7)",asymmetric,jpeg_compression_q50,0.78994140625,10.380939637229789,3.1693100995839623,7.211629537645827,13.55024973681375,0.9925700750543736,8.392207216082815
"(1,0)/(6,7)",asymmetric,gaussian_blur_5x5,0.4158203125,10.380939637229789,3.1693100995839623,7.211629537645827,13.55024973681375,0.9925700750543736,8.392207216082815
"(1,0)/(6,7)",asymmetric,espcn_x4,0.99052734375,10.380939637229789,3.1693100995839623,7.211629537645827,13.55024973681375,0.9925700750543736,8.392207216082815
"(1,0)/(7,6)",asymmetric,real_esrgan,0.39443359375,10.380939637229789,3.1855876669901098,7.195351970239679,13.566527304219898,1.0259380652070633,8.425575206235505
"(1,0)/(7,6)",asymmetric,jpeg_compression_q50,0.772265625,10.380939637229789,3.1855876669901098,7.195351970239679,13.566527304219898,1.0259380652070633,8.425575206235505
"(1,0)/(7,6)",asymmetric,gaussian_blur_5x5,0.41572265625,10.380939637229789,3.1855876669901098,7.195351970239679,13.566527304219898,1.0259380652070633,8.425575206235505
"(1,0)/(7,6)",asymmetric,espcn_x4,0.98974609375,10.380939637229789,3.1855876669901098,7.195351970239679,13.566527304219898,1.0259380652070633,8.425575206235505
"(1,0)/(6,6)",asymmetric,real_esrgan,0.39326171875,10.380939637229789,3.1858933718066584,7.19504626542313,13.566833009036447,1.1107419976992952,8.510379138727737
"(1,0)/(6,6)",asymmetric,jpeg_compression_q50,0.79306640625,10.380939637229789,3.1858933718066584,7.19504626542313,13.566833009036447,1.1107419976992952,8.510379138727737
"(1,0)/(6,6)",asymmetric,gaussian_blur_5x5,0.4287109375,10.380939637229789,3.1858933718066584,7.19504626542313,13.566833009036447,1.1107419976992952,8.510379138727737
"(1,0)/(6,6)",asymmetric,espcn_x4,0.99150390625,10.380939637229789,3.1858933718066584,7.19504626542313,13.566833009036447,1.1107419976992952,8.510379138727737
"(1,0)/(7,5)",asymmetric,real_esrgan,0.41572265625,10.380939637229789,3.1898807922992383,7.19105884493055,13.570820429529027,0.5366315863213331,7.936268727349775
"(1,0)/(7,5)",asymmetric,jpeg_compression_q50,0.876953125,10.380939637229789,3.1898807922992383,7.19105884493055,13.570820429529027,0.5366315863213331,7.936268727349775
"(1,0)/(7,5)",asymmetric,gaussian_blur_5x5,0.43359375,10.380939637229789,3.1898807922992383,7.19105884493055,13.570820429529027,0.5366315863213331,7.936268727349775
"(1,0)/(7,5)",asymmetric,espcn_x4,0.98916015625,10.380939637229789,3.1898807922992383,7.19105884493055,13.570820429529027,0.5366315863213331,7.936268727349775
"(1,4)/(4,7)",asymmetric,real_esrgan,0.8099609375,10.40736375992014,3.216483961012089,7.19087979890805,13.623847720932229,0.33752164316505073,8.36891817561461
"(1,4)/(4,7)",asymmetric,jpeg_compression_q50,0.96953125,10.40736375992014,3.216483961012089,7.19087979890805,13.623847720932229,0.33752164316505073,8.36891817561461
"(1,4)/(4,7)",asymmetric,gaussian_blur_5x5,0.83271484375,10.40736375992014,3.216483961012089,7.19087979890805,13.623847720932229,0.33752164316505073,8.36891817561461
