image,alpha,model,attack_name,nc,ber,psnr_after_attack,ssim_after_attack,runtime_s,out_h,out_w
kodim21,0.3,edsr,edsr_x4,0.998046875,0.0009765625,39.08071258383046,0.9754363904519602,44.57124209403992,512,512
kodim22,0.05,edsr,edsr_x4,1.0,0.0,41.95339601271502,0.9823546876885878,42.020971059799194,512,512
kodim22,0.1,edsr,edsr_x4,1.0,0.0,41.84251555650243,0.9819495072690918,43.60496997833252,512,512
kodim22,0.2,edsr,edsr_x4,1.0,0.0,41.62916916872759,0.981217559429091,41.26438069343567,512,512
kodim22,0.3,edsr,edsr_x4,1.0,0.0,41.39413400994597,0.9803607231566874,42.4984028339386,512,512
kodim23,0.05,edsr,edsr_x4,1.0,0.0,42.79921002668373,0.978326520165567,41.119755029678345,512,512
kodim23,0.1,edsr,edsr_x4,1.0,0.0,42.72761873603556,0.9781036680446533,41.56400203704834,512,512
kodim23,0.2,edsr,edsr_x4,1.0,0.0,42.58776507579246,0.97763912590394,43.17502689361572,512,512
kodim23,0.3,edsr,edsr_x4,1.0,0.0,42.41238503977483,0.9770612788121062,42.116539001464844,512,512
kodim24,0.05,edsr,edsr_x4,0.99609375,0.001953125,40.57809739920274,0.9839944132130244,40.27470088005066,512,512
kodim24,0.1,edsr,edsr_x4,0.99609375,0.001953125,40.443473309065745,0.9835369450394676,40.90974998474121,512,512
kodim24,0.2,edsr,edsr_x4,0.998046875,0.0009765625,40.178902559605206,0.9826342620923428,40.79756498336792,512,512
kodim24,0.3,edsr,edsr_x4,0.998046875,0.0009765625,39.89898194168187,0.9817256191936562,43.81711220741272,512,512
t001,0.05,edsr,edsr_x4,1.0,0.0,41.16892790761064,0.977328049811604,45.03842616081238,512,512
t001,0.1,edsr,edsr_x4,1.0,0.0,41.05420234085946,0.9770068354173019,41.79412388801575,512,512
t001,0.2,edsr,edsr_x4,1.0,0.0,40.841567789486064,0.9763372243797486,41.78208780288696,512,512
t001,0.3,edsr,edsr_x4,1.0,0.0,40.62066927427821,0.9756748315025296,40.472209215164185,512,512
t002,0.05,edsr,edsr_x4,1.0,0.0,41.32001096310773,0.9765815895948972,40.18420195579529,512,512
t002,0.1,edsr,edsr_x4,1.0,0.0,41.20641789312699,0.9762259353471406,40.01485514640808,512,512
t002,0.2,edsr,edsr_x4,1.0,0.0,40.99587194403397,0.9755315745340983,42.659669160842896,512,512
t002,0.3,edsr,edsr_x4,1.0,0.0,40.78544601767888,0.974825091415283,41.827386140823364,512,512
t003,0.05,edsr,edsr_x4,1.0,0.0,39.716964686708366,0.981637286494931,41.54344415664673,512,512
t003,0.1,edsr,edsr_x4,1.0,0.0,39.583980207502655,0.9810777501575378,60.22237801551819,512,512
t003,0.2,edsr,edsr_x4,1.0,0.0,39.29365351493634,0.9799440182769495,65.32567191123962,512,512
t003,0.3,edsr,edsr_x4,1.0,0.0,39.04393189591713,0.9788804580689726,46.66947603225708,512,512
t004,0.05,edsr,edsr_x4,1.0,0.0,40.72846511612153,0.9828950469676018,45.58722281455994,512,512
t004,0.1,edsr,edsr_x4,1.0,0.0,40.615585454233106,0.9825901344163709,50.10668683052063,512,512
t004,0.2,edsr,edsr_x4,1.0,0.0,40.38517214126919,0.9818688130230884,61.50597310066223,512,512
t004,0.3,edsr,edsr_x4,1.0,0.0,40.163584069047786,0.9812090529608163,58.77655506134033,512,512
t005,0.05,edsr,edsr_x4,1.0,0.0,41.00530106991371,0.9831416634060671,54.388200998306274,512,512
t005,0.1,edsr,edsr_x4,1.0,0.0,40.87452333101275,0.9827538421049157,51.99985122680664,512,512
t005,0.2,edsr,edsr_x4,1.0,0.0,40.62143255680831,0.9819396620593851,51.62382197380066,512,512
t005,0.3,edsr,edsr_x4,1.0,0.0,40.36493088692665,0.981121953332924,47.08021521568298,512,512
t006,0.05,edsr,edsr_x4,1.0,0.0,41.6873032820594,0.9756419438631422,43.05549597740173,512,512
