attack_name,n,nc_mean,nc_std,ber_mean,ssim_mean,psnr_mean,runtime_mean_s
fsrcnn_x4,400,0.999638671875,0.0013417768136948823,0.0001806640625,0.9766741020483678,38.90684727921623,0.10365594544398692
edsr_x4,400,0.9997705078125,0.0009249122082364636,0.00011474609375,0.98030607891601,40.04015551857499,43.78344542794024
lapsrn_x4,400,0.9994384765625,0.0019008751103190428,0.00028076171875,0.9775175854757157,39.06405216394852,5.831091604545074
espcn_x4 (frozen),400,0.9992822265625,0.002286800729833217,0.00035888671875,0.9775318945629912,39.38284352184357,
real_esrgan (frozen),400,0.7947998046875,0.1220610580569373,0.10260009765625,0.8850046016806796,29.15441323647195,
