image,alpha,model,attack_name,nc,ber,psnr_after_attack,ssim_after_attack,runtime_s,out_h,out_w
kodim21,0.05,fsrcnn,fsrcnn_x4,0.998046875,0.0009765625,38.77089476748036,0.974301696191148,0.1001112461090087,512,512
kodim21,0.1,fsrcnn,fsrcnn_x4,0.998046875,0.0009765625,38.66993816206554,0.9739112624814392,0.1015698909759521,512,512
kodim21,0.2,fsrcnn,fsrcnn_x4,0.998046875,0.0009765625,38.43523049861062,0.973086050165629,0.0999701023101806,512,512
kodim21,0.3,fsrcnn,fsrcnn_x4,0.998046875,0.0009765625,38.20264207396453,0.9721706982021204,0.1004369258880615,512,512
kodim22,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,40.55054165300933,0.9787063353257102,0.1013829708099365,512,512
kodim22,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,40.46721216157616,0.9782978890908884,0.1017050743103027,512,512
kodim22,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,40.30599710246107,0.9775585892813626,0.1004106998443603,512,512
kodim22,0.3,fsrcnn,fsrcnn_x4,1.0,0.0,40.12389255835512,0.9766816766313928,0.100316047668457,512,512
kodim23,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,41.50328795886836,0.9743793717730508,0.1015522480010986,512,512
kodim23,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,41.45004697164994,0.9741456208292346,0.0997209548950195,512,512
kodim23,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,41.34309976926624,0.9736661779656676,0.1003081798553466,512,512
kodim23,0.3,fsrcnn,fsrcnn_x4,1.0,0.0,41.206740811827906,0.9730850360682184,0.1023728847503662,512,512
kodim24,0.05,fsrcnn,fsrcnn_x4,0.994140625,0.0029296875,39.12173656355456,0.9811540311147184,0.10166597366333,512,512
kodim24,0.1,fsrcnn,fsrcnn_x4,0.994140625,0.0029296875,39.0236834549873,0.9806940378611518,0.1037449836730957,512,512
kodim24,0.2,fsrcnn,fsrcnn_x4,0.998046875,0.0009765625,38.82831733260831,0.9797941815353318,0.1016299724578857,512,512
kodim24,0.3,fsrcnn,fsrcnn_x4,0.998046875,0.0009765625,38.61642295237979,0.9788808664383916,0.1000089645385742,512,512
t001,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,39.96989631862427,0.9722206776327564,0.0994610786437988,512,512
t001,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,39.88235102761212,0.9718973515397836,0.1011111736297607,512,512
t001,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,39.716873979968426,0.9712150231946032,0.1005959510803222,512,512
t001,0.3,fsrcnn,fsrcnn_x4,1.0,0.0,39.539955610034625,0.9705395737211048,0.1013078689575195,512,512
t002,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,40.22344285363313,0.9724442243039864,0.1020309925079345,512,512
t002,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,40.13497562221174,0.9721022072659894,0.1003861427307128,512,512
t002,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,39.966738942291194,0.9714082731563454,0.1010270118713378,512,512
