image,pair,nc,ber,flip_rate,bit_error_rate_blocks,mean_abs_m_before,min_abs_m_before,median_abs_m_before,mean_abs_m_after,mean_margin_loss_signed_to_bit,mean_abs_dc1,mean_abs_dc2,mean_abs_damage,mean_abs_diff_pert,std_diff_pert,mean_abs_common_pert,std_common_pert,margin_var_after
kodim07,standard,0.693359375,0.1533203125,0.1533203125,0.1533203125,39.045875419016674,27.44317117878416,31.393800529588898,23.616505029568287,-19.472447144718792,12.056114347798857,10.896425648923994,11.476269998361426,22.017744540136068,26.816346550897546,3.0704801332877976,4.962010422338336,1692.785794229916
kodim07,balanced,0.6171875,0.19140625,0.19140625,0.19140625,37.06284800792781,26.68108338461005,31.609932693539005,20.651300279327607,-20.633494636717877,12.32906363272656,12.572667019353668,12.450865326040114,23.46945367344386,27.374916639065532,3.6497671094390154,5.378632718310938,1316.1552133042019
kodim07,hf,0.83203125,0.083984375,0.083984375,0.083984375,30.40393612005884,26.82346876859404,29.542826816651687,9.32014358725967,-21.57481322955364,10.511139788321714,11.871836227539305,11.19148800793051,22.135826346178863,23.900980912286933,1.6350587488865327,2.21198707856309,225.97336901407323
kodim07,standard_live,0.580078125,0.2099609375,0.2099609375,0.2099609375,39.045875419016674,27.44317117878416,31.393800529588898,25.401639080366635,-19.229104046739984,13.335872161271858,12.107040849237372,12.721456505254615,23.507824232951002,29.174301307348976,4.110194171574245,6.55253648152042,1915.0370341606322
kodim08,standard,0.52734375,0.236328125,0.236328125,0.236328125,45.994785362864036,10.38572062056853,32.820984139862674,37.138825479656305,-19.826742870218624,14.12918316547633,13.645715362018647,13.887449263747488,25.436518312866546,33.324602740811265,5.537201071765785,7.381488916352963,3407.211669973206
kodim08,balanced,0.47265625,0.263671875,0.263671875,0.263671875,40.77965631304575,17.768215129740575,32.43788227305336,34.014310634474604,-19.733097033048494,17.47727840171858,16.662653930734315,17.069966166226447,29.147984395719494,37.917641784014016,8.922492898172813,12.297102735538967,2680.0623749570723
kodim08,hf,0.658203125,0.1708984375,0.1708984375,0.1708984375,32.01976093621196,14.819336988406597,30.72738766941753,13.789093558060587,-21.397430620283178,11.118581779280987,11.784406434908375,11.451494107094682,22.200045510048593,25.158222351647254,3.4407470319486437,4.542862803002573,416.6672312639369
kodim08,standard_live,0.47265625,0.263671875,0.263671875,0.263671875,45.994785362864036,10.38572062056853,32.820984139862674,43.77474791485774,-17.655871566236232,17.60900613441376,20.348376316086764,18.978691225250262,31.379013767246796,40.90297738098264,10.54458472707212,14.62735571431288,4394.719206288079
kodim09,standard,0.755859375,0.1220703125,0.1220703125,0.1220703125,34.569359668821804,26.79335180830974,30.750421151865247,14.492268220816591,-22.201501569352263,11.837220753621676,12.531214608947975,12.184217681284824,23.30390134445511,26.176662616302444,2.647480264164988,4.0937177157852,732.3690214366925
kodim09,balanced,0.638671875,0.1806640625,0.1806640625,0.1806640625,33.73389746537661,24.85617165993003,31.003658881084508,14.129416464662315,-22.92579744127663,14.24593698115619,13.541756661162594,13.893846821159393,26.07964251519269,29.217602644695216,3.8063759531736467,6.450087290384352,777.0372610637966
kodim09,hf,0.828125,0.0859375,0.0859375,0.0859375,30.276432783923852,26.86061309646538,29.752813848505223,6.443379928278355,-24.400309743761913,11.692748943693607,13.047182421195284,12.369965682444445,24.560239517071103,25.787306381810087,1.7402598706027903,2.3888061910513883,131.54602234790423
kodim09,standard_live,0.666015625,0.1669921875,0.1669921875,0.1669921875,34.569359668821804,26.79335180830974,30.750421151865247,16.46467784831022,-22.055901616420527,13.878047183285599,14.21327698732441,14.045662085305004,25.896678673322487,29.386830005227953,4.0473013426519495,6.7553543916668115,946.8599541884506
kodim10,standard,0.736328125,0.1318359375,0.130859375,0.1318359375,34.1377088345744,8.05794994897908,30.92970681319803,16.93252776818403,-19.822850711468487,10.83819872935997,11.268862810283244,11.053530769821606,21.218003429119463,24.445164973779246,2.7678369671278173,3.9855980840098075,697.0002972049272
kodim10,balanced,0.685546875,0.1572265625,0.1572265625,0.1572265625,33.717381904723965,4.744662673708573,31.19419521620788,15.413901837720266,-21.4395968937582,12.435470285512356,12.325979285742244,12.3807247856273,23.31307035691285,26.421426149997714,3.848730867382858,5.681437541241399,658.307727858185
kodim10,hf,0.83203125,0.083984375,0.083984375,0.083984375,30.637241760510996,17.530878781390086,29.896495534381792,7.311506078229614,-24.593016294257197,11.929352548836384,13.415140470839681,12.672246509838033,25.145471841190783,26.752838883849513,1.887975462725006,2.7077262649837524,208.80216639788185
kodim10,standard_live,0.587890625,0.2060546875,0.205078125,0.2060546875,34.1377088345744,8.05794994897908,30.92970681319803,17.843199788357573,-20.485588518072078,12.77989832862636,12.715111606379722,12.74750496750304,23.598878584122634,27.27121475085472,4.065140703147051,6.148952711191941,833.1317161029241
kodim11,standard,0.849609375,0.0751953125,0.0751953125,0.0751953125,35.90472745027855,26.603673866947318,31.29504336986119,19.998459547571493,-17.1177862813434,9.10153901230068,10.282486478716091,9.692012745508386,18.15559686823635,20.90595072595763,3.643276697334501,4.841211981610934,958.8053198194934
kodim11,balanced,0.73828125,0.130859375,0.130859375,0.130859375,35.68113997208,11.198929396353492,31.43788004054202,20.48042777326846,-17.906572387020304,12.346888365301321,11.277945709484595,11.812417037392958,20.792217365647986,24.456915458148828,5.012810000759886,7.143747487618744,1107.2493219679054
kodim11,hf,0.9296875,0.03515625,0.03515625,0.03515625,30.951500065040392,22.66450275333793,30.221129180995337,11.251414110076325,-20.096970358956202,9.91681093755648,10.883053353566005,10.399932145561243,20.40361589108115,21.90305937663755,2.3509492328407102,3.227323004112914,233.57072874863886
kodim11,standard_live,0.740234375,0.1298828125,0.1298828125,0.1298828125,35.90472745027855,26.603673866947318,31.29504336986119,22.329557889955115,-16.2428766798854,11.285759561025394,12.101429094987118,11.693594328006256,20.045381685466147,23.89492334786364,5.549045264678577,7.673077600670339,1185.6418977242936
kodim12,standard,0.888671875,0.0556640625,0.0556640625,0.0556640625,32.77089326754068,18.300436482120798,30.69067764253235,14.883473255087742,-18.30004972340344,9.347781305662334,10.333448035118872,9.840614670390604,19.078578514499178,21.027702663360476,2.667765990019686,3.610451478520208,557.2133071824702
kodim12,balanced,0.7109375,0.14453125,0.14453125,0.14453125,32.37754645796944,18.10353105816899,30.734356837269974,13.7311484926484,-20.252846110541377,11.89383802628192,11.607176300725612,11.750507163503766,22.044633250583654,24.41964166387859,3.689512079139891,5.433422575793355,571.6309518720337
kodim12,hf,0.92578125,0.037109375,0.037109375,0.037109375,29.742052808592298,19.23742893607433,29.74999039472074,8.403589397273194,-21.421837113912865,10.057432971310408,11.677554387890682,10.867493679600546,21.576081949254828,22.714703291641722,1.8882483119987328,2.4956192253527782,135.20046745957512
kodim12,standard_live,0.759765625,0.1201171875,0.1201171875,0.1201171875,32.77089326754068,18.300436482120798,30.69067764253235,15.202246578413723,-19.117859944079544,11.510190048394142,11.983896355812213,11.747043202103178,21.710385743387192,24.334585278566696,3.9875257137233664,6.025653154652933,680.0271402614944
kodim13,standard,0.912109375,0.0439453125,0.04296875,0.0439453125,45.338803847156626,0.27599192410421125,33.36194772483348,33.078765033544926,-13.320915187702646,8.89148635341322,8.845599515026452,8.868542934219835,14.955791921711981,18.25753583641603,5.1830748390381185,6.704186286758542,2371.182761101293
kodim13,balanced,0.833984375,0.0830078125,0.0830078125,0.0830078125,44.313583259920044,15.410053748836841,33.61329192157536,35.22520849889873,-11.218159533411377,11.544636951209942,11.674807871808266,11.609722411509104,17.480913838861113,22.091687125882252,7.683801300022996,10.180411197946833,2563.9238898499775
kodim13,hf,0.955078125,0.0224609375,0.0224609375,0.0224609375,34.5775606695898,16.133349445285166,31.690358556794685,21.000296857160073,-13.8214979038794,8.10806673512856,8.500668193403847,8.304367464266203,14.595425184733848,16.65525720489426,4.26046801435906,5.9554162763502205,665.344649271277
kodim13,standard_live,0.79296875,0.103515625,0.1025390625,0.103515625,45.338803847156626,0.27599192410421125,33.36194772483348,36.197998787695795,-11.669604247887236,12.281969231504442,11.717615964684025,11.999792598094235,18.437451787208623,23.32557962043667,7.691230155515733,10.03767263330031,2808.838144340094
kodim14,standard,0.8828125,0.05859375,0.05859375,0.05859375,38.685846951968216,26.190382657109268,32.34740760743547,27.55225942201465,-12.593317957732257,7.29447081221751,7.930265729633316,7.612368270925413,13.849056933006166,17.98379331650644,3.4791768719966543,4.503516358433383,1402.352926172723
kodim14,balanced,0.88671875,0.056640625,0.056640625,0.056640625,40.12676539395357,26.738440264039745,32.55621817830619,31.694779767618957,-10.191323439817296,8.822452336769576,8.904179955817128,8.863316146293352,14.8861930727374,19.461761006463767,4.644453819728906,6.294172634200291,2067.9722487383483
kodim14,hf,0.92578125,0.037109375,0.037109375,0.037109375,31.716229971175245,26.900395141180795,30.826101264265915,19.061386907064133,-13.47084197707077,7.513769417298839,7.837530446943125,7.675649932120982,14.438781933532255,17.512736795472122,2.6534816985327008,3.521538457103818,511.18163805768165
kodim14,standard_live,0.859375,0.0703125,0.0703125,0.0703125,38.685846951968216,26.190382657109268,32.34740760743547,29.710868251678022,-10.930539951121624,9.075511477577944,9.345413704305276,9.21046259094161,15.260456989523622,20.08209046054395,5.102251173611851,6.840894901509319,1654.0837789441484
kodim15,standard,0.791015625,0.1044921875,0.1005859375,0.1044921875,34.18464312326469,2.2445221945166196,30.580540150191876,16.518454108851728,-20.3846626987966,11.547926279992991,10.664628240283372,11.106277260138182,21.576651036801373,24.37727041921552,2.6423239146807624,4.038008439025971,1014.3556477486455
kodim15,balanced,0.65234375,0.173828125,0.171875,0.173828125,33.979623256376,3.682025846176927,30.80521990415861,16.01183969886878,-21.2551553933297,12.331071989658742,12.689479506120119,12.51027574788943,23.712204215603393,26.846625466949316,3.3463572532576267,5.545209281429411,1129.205841714703
kodim15,hf,0.900390625,0.0498046875,0.0498046875,0.0498046875,29.276165448689845,17.60021366977023,29.45619785992196,7.050580832419724,-22.47251763776353,11.160206267421238,11.925619053655563,11.5429126605384,22.92225572589448,23.84485548377037,1.8356018695999863,2.6225187820371905,138.4605424375245
kodim15,standard_live,0.650390625,0.1748046875,0.1708984375,0.1748046875,34.18464312326469,2.2445221945166196,30.580540150191876,17.536009644216893,-20.56857994868045,12.551350914780517,12.01502868272383,12.283189798752174,23.183898956158586,26.710371698828975,3.517264611613424,5.616506091177103,1181.0889420675862
kodim16,standard,0.908203125,0.0458984375,0.0458984375,0.0458984375,33.30477394084874,24.686197144480573,30.994986779594527,16.700067106612597,-17.12956372163935,8.543669079624525,10.18049862121186,9.362083850418193,17.471769384837902,19.86090232358816,3.190095763228893,4.495568275965674,487.2677577107499
kodim16,balanced,0.775390625,0.1123046875,0.1123046875,0.1123046875,33.22206435748362,20.704834151664862,31.14643925577436,17.86423448490445,-17.187868589429677,11.564170895755664,11.301331763319329,11.432751329537496,20.336592074111728,23.71784402062959,4.672358096879808,6.868570993554823,691.8818848092817
kodim16,hf,0.904296875,0.0478515625,0.0478515625,0.0478515625,30.501017770568243,20.71428880673436,30.138699367314544,9.813386402079793,-20.795183131868665,9.875349527807877,11.346639527767573,10.610994527787724,20.95837725006711,22.101660828730957,2.3534969036377715,3.354780722974257,163.71316236341804
kodim16,standard_live,0.75,0.125,0.125,0.125,33.30477394084874,24.686197144480573,30.994986779594527,18.56238820018657,-17.08005932368099,11.335305568854526,11.88647404427553,11.610889806565028,20.443472787844193,23.903899571796355,4.929450524086386,7.319711621299455,695.0117613496012
kodim17,standard,0.927734375,0.0361328125,0.0361328125,0.0361328125,36.23543451299555,27.322244712487027,31.19910567007686,21.510124082738578,-15.02854961896406,7.642494242389011,8.668761411158135,8.155627826773573,15.589522018890465,18.047263221290404,2.505484404847114,3.4572658701637464,974.4737308803769
kodim17,balanced,0.88671875,0.056640625,0.056640625,0.056640625,37.03306465829674,27.676865070659147,31.545345239334466,22.759279088224496,-14.88047288048269,9.311406814382362,8.795772944928148,9.053589879655256,16.659852629960994,19.53564330931218,3.2265340674465293,4.658565164927368,1376.384498441187
kodim17,hf,0.958984375,0.0205078125,0.0205078125,0.0205078125,30.636379019968125,27.594490026943845,29.959025888814132,11.510073393006444,-19.316925055272286,9.247975950937395,10.52759872788593,9.887787339411663,19.521879618492765,21.25985411577296,1.7558122567886616,2.4470145752967056,254.21325636418158
kodim17,standard_live,0.890625,0.0546875,0.0546875,0.0546875,36.23543451299555,27.322244712487027,31.19910567007686,21.768345937743312,-15.119709252652422,8.341515895135396,9.45609708309279,8.898806489114094,16.479198529629954,19.355993447624794,3.137130687335148,4.3933989802788584,1062.5088477991103
kodim18,standard,0.9375,0.03125,0.0302734375,0.03125,39.27402867251178,26.3731389749681,32.15614698914793,27.945982076459472,-12.527594981378353,8.059699136817656,8.198561002181451,8.129130069499553,14.07835336123795,18.056331932190908,3.8517698981406965,5.0253754332496845,1519.4942648843542
kodim18,balanced,0.865234375,0.0673828125,0.06640625,0.0673828125,39.736156701471145,8.043124526499419,32.44720084491372,30.374652397261652,-11.125775154479944,10.76350302146814,11.129355360721359,10.946429191094749,17.937498688599685,22.1629932202365,5.706847264943443,8.071899514515708,2090.036404715473
kodim18,hf,0.9375,0.03125,0.03125,0.03125,31.84011565806606,19.683067135980618,30.75690864795452,18.155235803603823,-14.156746850801415,8.23541336319331,8.771104179626985,8.503258771410147,15.996021306012164,18.92640428801786,2.5890667271860117,3.758436246770448,558.8606978085876
kodim18,standard_live,0.861328125,0.0693359375,0.068359375,0.0693359375,39.27402867251178,26.3731389749681,32.15614698914793,30.335594583575425,-11.233659184186823,10.547609232339376,10.256700639165025,10.4021549357522,16.967230167367806,22.060406139702803,5.594172954562085,7.726489683059629,1827.8691077181588
kodim19,standard,0.833984375,0.0830078125,0.0830078125,0.0830078125,37.20888849728813,27.588453361478756,31.081241392679864,22.21405225311988,-18.018684992171224,9.275920514915416,11.86953949912258,10.572730007018997,20.127715415708618,23.77543768928215,4.1317386193482974,5.749744849585417,1446.9878859289884
kodim19,balanced,0.775390625,0.1123046875,0.1123046875,0.1123046875,35.496976644800725,27.649898163411642,31.185074693022052,21.000867488940713,-19.358850281306605,14.011679868277085,12.501026043637829,13.256352955957457,23.5982488112578,29.081579769700777,5.568643071875494,10.962386311933445,1239.2824363434725
kodim19,hf,0.890625,0.0546875,0.0546875,0.0546875,30.77961558655724,27.217020144240227,30.184032533404075,8.538150974273718,-22.962967030982803,11.137819924124411,12.298271040973068,11.718045482548739,23.166649243178846,24.372913599834252,2.493949759375748,3.3613397272433048,173.08033014696593
kodim19,standard_live,0.763671875,0.1181640625,0.1181640625,0.1181640625,37.20888849728813,27.588453361478756,31.081241392679864,24.843533086844992,-18.896662447266124,12.07969444654213,15.476706621901844,13.778200534221988,24.606507613398698,32.78774279379388,6.737206561484699,10.866939033723487,2004.7544190956578
kodim20,standard,0.455078125,0.2724609375,0.3076171875,0.2724609375,31.489917464188622,3.9181202065105456,28.59960479094782,14.94513437372395,-18.96162160205098,10.077341911927498,10.5120726936537,10.294707302790599,20.0075271214913,22.387481245499124,2.071138145002049,3.515694754217963,1080.0785912909575
kodim20,balanced,0.447265625,0.2763671875,0.3115234375,0.2763671875,31.71021919467628,9.721582172482144,28.57219396325278,15.019686607165717,-19.415545357175414,10.89599761400868,11.101978348773766,10.998987981391224,21.119236899514334,23.857890864454514,2.524631410835518,4.499725035880221,1217.8304429667407
kodim20,hf,0.52734375,0.236328125,0.2421875,0.236328125,25.98036969202115,17.390908308677407,27.75274668284051,6.310910469541217,-20.444018029003498,10.288105469315699,10.475261451208986,10.381683460262343,20.590029578979518,21.719308138412526,1.5434558617763592,2.4714656805917574,134.45787575195308
kodim20,standard_live,0.380859375,0.3095703125,0.3427734375,0.3095703125,31.489917464188622,3.9181202065105456,28.59960479094782,15.91495135810435,-18.586041601296643,10.92359693746275,11.333042699052019,11.128319818257385,20.929799014652815,23.853980210094385,2.7703864380581558,4.998994170979098,1234.957326755729
kodim21,standard,0.759765625,0.1201171875,0.119140625,0.1201171875,37.21153032830575,11.99858745298566,31.206950081067838,18.834874288417772,-19.97099542322247,10.756849605752347,11.824675992541103,11.290762799146725,21.05202456808403,24.01424843811269,3.4008281852006177,4.971502168802224,1038.4201372660975
kodim21,balanced,0.705078125,0.1474609375,0.1474609375,0.1474609375,38.40406156292892,9.46902228357719,31.629054378970455,22.165193666759013,-19.350665132785025,13.53726853648444,13.404827018221312,13.471047777352876,23.724618314918338,27.46852878419971,4.966881018460013,7.9861534444317135,1507.175849306915
kodim21,hf,0.767578125,0.1162109375,0.1162109375,0.1162109375,31.340054872058282,18.190493335904335,30.450005702176448,11.285690935149777,-20.514272304113202,10.360252807004002,11.399859452541751,10.880056129772877,21.104531394572447,23.237916776879963,2.3853476799768307,3.3348562013781087,321.64999526109693
kodim22,standard,0.912109375,0.0439453125,0.0439453125,0.0439453125,34.19396937718868,21.222533773665063,31.180240864287136,21.913264149617795,-13.51942434859539,8.027850226235705,8.371712441604469,8.199781333920086,14.786257317375833,18.552351317249542,3.2956128457183222,4.383277985820516,819.3726860197833
kodim22,balanced,0.818359375,0.0908203125,0.0908203125,0.0908203125,33.59617033031455,18.526686232838166,31.30124248127605,21.760797195470918,-14.124570757445952,10.679886383733962,10.637244317869733,10.658565350801847,18.20152156819606,22.562431561779153,4.9778470296378625,6.963701955914115,868.2959786215331
kodim22,hf,0.951171875,0.0244140625,0.0244140625,0.0244140625,30.618638974992074,23.203065537275336,30.144288539105556,14.842017634726643,-16.174192709674355,8.535541166026288,9.295010426435987,8.915275796231137,17.185815001576294,19.606167311223086,2.314354676703281,3.214152074137484,356.1186476162946
kodim23,standard,0.837890625,0.0810546875,0.0810546875,0.0810546875,33.94583041789279,20.06707322279854,30.58147987808215,14.151767018900324,-20.54357409440219,11.42722235873815,10.505083129256919,10.966152743997535,21.393540707808487,23.4488173664169,2.1114866911730887,3.324988010349505,869.5290984993899
kodim23,balanced,0.83984375,0.080078125,0.080078125,0.080078125,34.45321891222949,13.73194031051932,30.92860758060072,14.389980541833772,-21.17704402263903,11.62517072565138,11.921515208053565,11.773342966852471,22.8199124924171,25.146779736185163,2.4101654098549403,4.224615807228507,1217.3046627831643
kodim23,hf,0.845703125,0.0771484375,0.0771484375,0.0771484375,29.920824497376493,18.616328686406398,29.276382076153922,5.833843473813555,-24.37357581839899,11.734921117565875,13.043253336749864,12.38908722715787,24.60572257303029,25.600308481331286,1.4760761550708694,2.296546537238887,132.57358772461896
kodim24,standard,0.796875,0.1015625,0.099609375,0.1015625,37.156342804133516,0.8116655073023793,31.719913543566634,25.175214055609786,-14.77549476600116,9.253826929563859,8.836425068372378,9.045125998968118,16.555590110416333,20.54896335959054,3.4959544502660735,4.866567548161842,1270.0531782761395
kodim24,balanced,0.703125,0.1484375,0.1455078125,0.1484375,38.39712210312782,0.09647171879971239,31.803295036046393,28.10104209054114,-15.669429484387006,11.559526428948212,11.702998682632408,11.631262555790311,20.261019773657665,25.46033702321101,5.410040643728776,7.649472839972094,1856.527485313099
kodim24,hf,0.80859375,0.095703125,0.0947265625,0.095703125,31.460151310497704,3.10778154251817,30.47275127997776,16.403604762027605,-16.858743898114618,9.443195598872432,9.665048176759704,9.554121887816068,18.150873480218447,21.195528691940968,2.633297742793852,3.935202743120746,629.3798533232787
t001,standard,0.779296875,0.1103515625,0.1103515625,0.1103515625,33.53872313494311,22.460362504796088,30.69442700969973,14.584529145830352,-22.459755006468647,12.642392167058013,11.485274444500703,12.063833305779358,23.5740930705569,27.178221409782616,2.3739857127255064,3.6206637936003645,708.4260895098087
t001,balanced,0.75,0.125,0.125,0.125,34.02539555248897,24.83070671641166,30.972490966525932,12.648099951129566,-24.231040123948024,13.105322906968823,13.686451802187413,13.395887354578118,26.041763079612505,29.049626279905294,2.7121701653734354,4.813511828881223,963.7007276563568
t001,hf,0.818359375,0.0908203125,0.0908203125,0.0908203125,29.41421068308614,24.46576068232107,28.994143496112834,4.339977191015077,-26.084299218537073,12.438338332559239,13.945305041818862,13.191821687189051,26.2125304566648,27.170262824682393,1.3574260968318956,2.0792396877303854,69.32182139481233
t002,standard,0.658203125,0.1708984375,0.1708984375,0.1708984375,34.7838392531229,25.666205149914312,30.988284953002832,16.54597456017652,-20.60289449258415,12.25160675704856,11.995515549524857,12.123561153286708,23.247939077745865,26.206809947973294,2.675859456223613,4.461322705410926,892.6595576966334
t002,balanced,0.533203125,0.2333984375,0.2333984375,0.2333984375,35.67594573594505,5.739164902413679,31.10820355672061,17.58897813296494,-22.23606136410483,13.424186040467708,13.556342302272975,13.490264171370342,25.7664587063565,29.229697348190616,3.1290578893166012,5.06863312700223,1377.461045362436
