pair,pct_blocks_opposing,flip_rate_agree,flip_rate_oppose,flip_rate_strong_oppose(|Morig|>30),risk_ratio,chi2_p,mean_abs_m_orig
standard,50.06835937500001,0.020594562878936046,0.1966452116247318,0.34467498132076557,9.548404245368031,0.0,30.76031830146214
balanced,49.8984375,0.07243099953220022,0.24604665727258493,0.3585353661584604,3.396980006650349,0.0,30.358528749562154
hf,50.1220703125,0.03870778267254038,0.13022893326838772,0.20364238410596028,3.3644121227531123,0.0,10.052305498651524
