coeff_pair,direction,attack_name,image,nc,ber
"(1,0)/(6,7)",A,espcn_x4,kodim18.png,0.99609375,0.001953125
"(1,0)/(6,7)",A,real_esrgan,kodim19.png,0.326171875,0.3369140625
"(1,0)/(6,7)",A,jpeg_compression_q50,kodim19.png,0.765625,0.1171875
"(1,0)/(6,7)",A,gaussian_blur_5x5,kodim19.png,0.322265625,0.3388671875
"(1,0)/(6,7)",A,espcn_x4,kodim19.png,1.0,0.0
"(1,0)/(6,7)",A,real_esrgan,kodim20.png,0.224609375,0.3876953125
"(1,0)/(6,7)",A,jpeg_compression_q50,kodim20.png,0.6171875,0.19140625
"(1,0)/(6,7)",A,gaussian_blur_5x5,kodim20.png,0.58203125,0.208984375
"(1,0)/(6,7)",A,espcn_x4,kodim20.png,0.94140625,0.029296875
"(1,0)/(6,7)",B,real_esrgan,kodim01.png,0.302734375,0.3486328125
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim01.png,0.798828125,0.1005859375
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim01.png,0.314453125,0.3427734375
"(1,0)/(6,7)",B,espcn_x4,kodim01.png,1.0,0.0
"(1,0)/(6,7)",B,real_esrgan,kodim02.png,0.458984375,0.2705078125
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim02.png,0.91015625,0.044921875
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim02.png,0.70703125,0.146484375
"(1,0)/(6,7)",B,espcn_x4,kodim02.png,0.998046875,0.0009765625
"(1,0)/(6,7)",B,real_esrgan,kodim03.png,0.46484375,0.267578125
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim03.png,0.783203125,0.1083984375
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim03.png,0.556640625,0.2216796875
"(1,0)/(6,7)",B,espcn_x4,kodim03.png,0.99609375,0.001953125
"(1,0)/(6,7)",B,real_esrgan,kodim04.png,0.212890625,0.3935546875
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim04.png,0.740234375,0.1298828125
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim04.png,0.35546875,0.322265625
"(1,0)/(6,7)",B,espcn_x4,kodim04.png,1.0,0.0
"(1,0)/(6,7)",B,real_esrgan,kodim05.png,0.3515625,0.32421875
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim05.png,0.794921875,0.1025390625
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim05.png,0.19921875,0.400390625
"(1,0)/(6,7)",B,espcn_x4,kodim05.png,0.99609375,0.001953125
"(1,0)/(6,7)",B,real_esrgan,kodim06.png,0.451171875,0.2744140625
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim06.png,0.841796875,0.0791015625
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim06.png,0.419921875,0.2900390625
"(1,0)/(6,7)",B,espcn_x4,kodim06.png,0.96484375,0.017578125
"(1,0)/(6,7)",B,real_esrgan,kodim07.png,0.431640625,0.2841796875
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim07.png,0.75390625,0.123046875
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim07.png,0.396484375,0.3017578125
"(1,0)/(6,7)",B,espcn_x4,kodim07.png,1.0,0.0
"(1,0)/(6,7)",B,real_esrgan,kodim08.png,0.2578125,0.37109375
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim08.png,0.818359375,0.0908203125
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim08.png,0.302734375,0.3486328125
"(1,0)/(6,7)",B,espcn_x4,kodim08.png,0.984375,0.0078125
"(1,0)/(6,7)",B,real_esrgan,kodim09.png,0.345703125,0.3271484375
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim09.png,0.734375,0.1328125
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim09.png,0.4609375,0.26953125
"(1,0)/(6,7)",B,espcn_x4,kodim09.png,1.0,0.0
"(1,0)/(6,7)",B,real_esrgan,kodim10.png,0.271484375,0.3642578125
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim10.png,0.76171875,0.119140625
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim10.png,0.427734375,0.2861328125
"(1,0)/(6,7)",B,espcn_x4,kodim10.png,0.99609375,0.001953125
"(1,0)/(6,7)",B,real_esrgan,kodim11.png,0.486328125,0.2568359375
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim11.png,0.845703125,0.0771484375
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim11.png,0.451171875,0.2744140625
"(1,0)/(6,7)",B,espcn_x4,kodim11.png,1.0,0.0
"(1,0)/(6,7)",B,real_esrgan,kodim12.png,0.546875,0.2265625
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim12.png,0.8515625,0.07421875
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim12.png,0.56640625,0.216796875
"(1,0)/(6,7)",B,espcn_x4,kodim12.png,0.98046875,0.009765625
"(1,0)/(6,7)",B,real_esrgan,kodim13.png,0.484375,0.2578125
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim13.png,0.865234375,0.0673828125
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim13.png,0.259765625,0.3701171875
"(1,0)/(6,7)",B,espcn_x4,kodim13.png,0.982421875,0.0087890625
"(1,0)/(6,7)",B,real_esrgan,kodim14.png,0.5234375,0.23828125
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim14.png,0.791015625,0.1044921875
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim14.png,0.21875,0.390625
"(1,0)/(6,7)",B,espcn_x4,kodim14.png,0.998046875,0.0009765625
"(1,0)/(6,7)",B,real_esrgan,kodim15.png,0.404296875,0.2978515625
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim15.png,0.771484375,0.1142578125
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim15.png,0.5546875,0.22265625
"(1,0)/(6,7)",B,espcn_x4,kodim15.png,0.958984375,0.0205078125
"(1,0)/(6,7)",B,real_esrgan,kodim16.png,0.447265625,0.2763671875
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim16.png,0.8046875,0.09765625
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim16.png,0.3984375,0.30078125
"(1,0)/(6,7)",B,espcn_x4,kodim16.png,1.0,0.0
"(1,0)/(6,7)",B,real_esrgan,kodim17.png,0.369140625,0.3154296875
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim17.png,0.685546875,0.1572265625
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim17.png,0.287109375,0.3564453125
"(1,0)/(6,7)",B,espcn_x4,kodim17.png,0.99609375,0.001953125
"(1,0)/(6,7)",B,real_esrgan,kodim18.png,0.521484375,0.2392578125
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim18.png,0.853515625,0.0732421875
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim18.png,0.361328125,0.3193359375
"(1,0)/(6,7)",B,espcn_x4,kodim18.png,0.998046875,0.0009765625
"(1,0)/(6,7)",B,real_esrgan,kodim19.png,0.384765625,0.3076171875
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim19.png,0.80078125,0.099609375
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim19.png,0.353515625,0.3232421875
"(1,0)/(6,7)",B,espcn_x4,kodim19.png,1.0,0.0
"(1,0)/(6,7)",B,real_esrgan,kodim20.png,0.1953125,0.40234375
"(1,0)/(6,7)",B,jpeg_compression_q50,kodim20.png,0.6171875,0.19140625
"(1,0)/(6,7)",B,gaussian_blur_5x5,kodim20.png,0.5546875,0.22265625
"(1,0)/(6,7)",B,espcn_x4,kodim20.png,0.94921875,0.025390625
"(1,0)/(7,6)",A,real_esrgan,kodim01.png,0.287109375,0.3564453125
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim01.png,0.79296875,0.103515625
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim01.png,0.31640625,0.341796875
"(1,0)/(7,6)",A,espcn_x4,kodim01.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim02.png,0.4453125,0.27734375
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim02.png,0.876953125,0.0615234375
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim02.png,0.701171875,0.1494140625
"(1,0)/(7,6)",A,espcn_x4,kodim02.png,0.998046875,0.0009765625
"(1,0)/(7,6)",A,real_esrgan,kodim03.png,0.43359375,0.283203125
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim03.png,0.783203125,0.1083984375
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim03.png,0.5625,0.21875
"(1,0)/(7,6)",A,espcn_x4,kodim03.png,0.99609375,0.001953125
"(1,0)/(7,6)",A,real_esrgan,kodim04.png,0.345703125,0.3271484375
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim04.png,0.748046875,0.1259765625
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim04.png,0.419921875,0.2900390625
"(1,0)/(7,6)",A,espcn_x4,kodim04.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim05.png,0.416015625,0.2919921875
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim05.png,0.826171875,0.0869140625
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim05.png,0.25,0.375
"(1,0)/(7,6)",A,espcn_x4,kodim05.png,0.990234375,0.0048828125
"(1,0)/(7,6)",A,real_esrgan,kodim06.png,0.47265625,0.263671875
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim06.png,0.802734375,0.0986328125
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim06.png,0.435546875,0.2822265625
"(1,0)/(7,6)",A,espcn_x4,kodim06.png,0.97265625,0.013671875
"(1,0)/(7,6)",A,real_esrgan,kodim07.png,0.4296875,0.28515625
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim07.png,0.76953125,0.115234375
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim07.png,0.431640625,0.2841796875
"(1,0)/(7,6)",A,espcn_x4,kodim07.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim08.png,0.236328125,0.3818359375
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim08.png,0.767578125,0.1162109375
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim08.png,0.298828125,0.3505859375
"(1,0)/(7,6)",A,espcn_x4,kodim08.png,0.984375,0.0078125
"(1,0)/(7,6)",A,real_esrgan,kodim09.png,0.28125,0.359375
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim09.png,0.712890625,0.1435546875
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim09.png,0.443359375,0.2783203125
"(1,0)/(7,6)",A,espcn_x4,kodim09.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim10.png,0.27734375,0.361328125
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim10.png,0.71875,0.140625
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim10.png,0.41015625,0.294921875
"(1,0)/(7,6)",A,espcn_x4,kodim10.png,0.98828125,0.005859375
"(1,0)/(7,6)",A,real_esrgan,kodim11.png,0.486328125,0.2568359375
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim11.png,0.82421875,0.087890625
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim11.png,0.4609375,0.26953125
"(1,0)/(7,6)",A,espcn_x4,kodim11.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim12.png,0.5078125,0.24609375
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim12.png,0.837890625,0.0810546875
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim12.png,0.546875,0.2265625
"(1,0)/(7,6)",A,espcn_x4,kodim12.png,0.982421875,0.0087890625
"(1,0)/(7,6)",A,real_esrgan,kodim13.png,0.44921875,0.275390625
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim13.png,0.857421875,0.0712890625
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim13.png,0.24609375,0.376953125
"(1,0)/(7,6)",A,espcn_x4,kodim13.png,0.982421875,0.0087890625
"(1,0)/(7,6)",A,real_esrgan,kodim14.png,0.552734375,0.2236328125
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim14.png,0.75,0.125
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim14.png,0.232421875,0.3837890625
"(1,0)/(7,6)",A,espcn_x4,kodim14.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim15.png,0.359375,0.3203125
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim15.png,0.791015625,0.1044921875
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim15.png,0.603515625,0.1982421875
"(1,0)/(7,6)",A,espcn_x4,kodim15.png,0.974609375,0.0126953125
"(1,0)/(7,6)",A,real_esrgan,kodim16.png,0.455078125,0.2724609375
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim16.png,0.759765625,0.1201171875
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim16.png,0.4140625,0.29296875
"(1,0)/(7,6)",A,espcn_x4,kodim16.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim17.png,0.4140625,0.29296875
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim17.png,0.6796875,0.16015625
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim17.png,0.328125,0.3359375
"(1,0)/(7,6)",A,espcn_x4,kodim17.png,0.994140625,0.0029296875
"(1,0)/(7,6)",A,real_esrgan,kodim18.png,0.482421875,0.2587890625
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim18.png,0.775390625,0.1123046875
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim18.png,0.314453125,0.3427734375
"(1,0)/(7,6)",A,espcn_x4,kodim18.png,0.990234375,0.0048828125
"(1,0)/(7,6)",A,real_esrgan,kodim19.png,0.341796875,0.3291015625
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim19.png,0.755859375,0.1220703125
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim19.png,0.31640625,0.341796875
"(1,0)/(7,6)",A,espcn_x4,kodim19.png,1.0,0.0
"(1,0)/(7,6)",A,real_esrgan,kodim20.png,0.21484375,0.392578125
"(1,0)/(7,6)",A,jpeg_compression_q50,kodim20.png,0.615234375,0.1923828125
"(1,0)/(7,6)",A,gaussian_blur_5x5,kodim20.png,0.58203125,0.208984375
"(1,0)/(7,6)",A,espcn_x4,kodim20.png,0.94140625,0.029296875
"(1,0)/(7,6)",B,real_esrgan,kodim01.png,0.3125,0.34375
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim01.png,0.779296875,0.1103515625
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim01.png,0.306640625,0.3466796875
"(1,0)/(7,6)",B,espcn_x4,kodim01.png,1.0,0.0
"(1,0)/(7,6)",B,real_esrgan,kodim02.png,0.466796875,0.2666015625
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim02.png,0.892578125,0.0537109375
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim02.png,0.712890625,0.1435546875
"(1,0)/(7,6)",B,espcn_x4,kodim02.png,0.998046875,0.0009765625
"(1,0)/(7,6)",B,real_esrgan,kodim03.png,0.4765625,0.26171875
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim03.png,0.791015625,0.1044921875
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim03.png,0.5546875,0.22265625
"(1,0)/(7,6)",B,espcn_x4,kodim03.png,0.994140625,0.0029296875
"(1,0)/(7,6)",B,real_esrgan,kodim04.png,0.2421875,0.37890625
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim04.png,0.7109375,0.14453125
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim04.png,0.359375,0.3203125
"(1,0)/(7,6)",B,espcn_x4,kodim04.png,1.0,0.0
"(1,0)/(7,6)",B,real_esrgan,kodim05.png,0.375,0.3125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim05.png,0.791015625,0.1044921875
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim05.png,0.197265625,0.4013671875
"(1,0)/(7,6)",B,espcn_x4,kodim05.png,0.98828125,0.005859375
"(1,0)/(7,6)",B,real_esrgan,kodim06.png,0.486328125,0.2568359375
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim06.png,0.81640625,0.091796875
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim06.png,0.41796875,0.291015625
"(1,0)/(7,6)",B,espcn_x4,kodim06.png,0.966796875,0.0166015625
"(1,0)/(7,6)",B,real_esrgan,kodim07.png,0.42578125,0.287109375
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim07.png,0.74609375,0.126953125
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim07.png,0.392578125,0.3037109375
"(1,0)/(7,6)",B,espcn_x4,kodim07.png,1.0,0.0
"(1,0)/(7,6)",B,real_esrgan,kodim08.png,0.259765625,0.3701171875
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim08.png,0.794921875,0.1025390625
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim08.png,0.30859375,0.345703125
"(1,0)/(7,6)",B,espcn_x4,kodim08.png,0.97265625,0.013671875
"(1,0)/(7,6)",B,real_esrgan,kodim09.png,0.359375,0.3203125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim09.png,0.728515625,0.1357421875
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim09.png,0.453125,0.2734375
"(1,0)/(7,6)",B,espcn_x4,kodim09.png,1.0,0.0
"(1,0)/(7,6)",B,real_esrgan,kodim10.png,0.265625,0.3671875
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim10.png,0.740234375,0.1298828125
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim10.png,0.443359375,0.2783203125
"(1,0)/(7,6)",B,espcn_x4,kodim10.png,0.99609375,0.001953125
"(1,0)/(7,6)",B,real_esrgan,kodim11.png,0.478515625,0.2607421875
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim11.png,0.791015625,0.1044921875
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim11.png,0.44140625,0.279296875
"(1,0)/(7,6)",B,espcn_x4,kodim11.png,1.0,0.0
"(1,0)/(7,6)",B,real_esrgan,kodim12.png,0.55859375,0.220703125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim12.png,0.84765625,0.076171875
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim12.png,0.578125,0.2109375
"(1,0)/(7,6)",B,espcn_x4,kodim12.png,0.974609375,0.0126953125
"(1,0)/(7,6)",B,real_esrgan,kodim13.png,0.474609375,0.2626953125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim13.png,0.857421875,0.0712890625
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim13.png,0.263671875,0.3681640625
"(1,0)/(7,6)",B,espcn_x4,kodim13.png,0.982421875,0.0087890625
"(1,0)/(7,6)",B,real_esrgan,kodim14.png,0.517578125,0.2412109375
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim14.png,0.744140625,0.1279296875
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim14.png,0.22265625,0.388671875
"(1,0)/(7,6)",B,espcn_x4,kodim14.png,0.998046875,0.0009765625
"(1,0)/(7,6)",B,real_esrgan,kodim15.png,0.396484375,0.3017578125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim15.png,0.77734375,0.111328125
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim15.png,0.564453125,0.2177734375
"(1,0)/(7,6)",B,espcn_x4,kodim15.png,0.95703125,0.021484375
"(1,0)/(7,6)",B,real_esrgan,kodim16.png,0.4765625,0.26171875
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim16.png,0.7734375,0.11328125
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim16.png,0.38671875,0.306640625
"(1,0)/(7,6)",B,espcn_x4,kodim16.png,1.0,0.0
"(1,0)/(7,6)",B,real_esrgan,kodim17.png,0.359375,0.3203125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim17.png,0.669921875,0.1650390625
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim17.png,0.287109375,0.3564453125
"(1,0)/(7,6)",B,espcn_x4,kodim17.png,0.99609375,0.001953125
"(1,0)/(7,6)",B,real_esrgan,kodim18.png,0.52734375,0.236328125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim18.png,0.80078125,0.099609375
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim18.png,0.369140625,0.3154296875
"(1,0)/(7,6)",B,espcn_x4,kodim18.png,0.99609375,0.001953125
"(1,0)/(7,6)",B,real_esrgan,kodim19.png,0.3984375,0.30078125
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim19.png,0.740234375,0.1298828125
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim19.png,0.357421875,0.3212890625
"(1,0)/(7,6)",B,espcn_x4,kodim19.png,1.0,0.0
"(1,0)/(7,6)",B,real_esrgan,kodim20.png,0.189453125,0.4052734375
"(1,0)/(7,6)",B,jpeg_compression_q50,kodim20.png,0.626953125,0.1865234375
"(1,0)/(7,6)",B,gaussian_blur_5x5,kodim20.png,0.56640625,0.216796875
"(1,0)/(7,6)",B,espcn_x4,kodim20.png,0.947265625,0.0263671875
"(1,0)/(6,6)",A,real_esrgan,kodim01.png,0.279296875,0.3603515625
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim01.png,0.8046875,0.09765625
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim01.png,0.318359375,0.3408203125
"(1,0)/(6,6)",A,espcn_x4,kodim01.png,1.0,0.0
"(1,0)/(6,6)",A,real_esrgan,kodim02.png,0.45703125,0.271484375
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim02.png,0.875,0.0625
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim02.png,0.708984375,0.1455078125
"(1,0)/(6,6)",A,espcn_x4,kodim02.png,0.998046875,0.0009765625
"(1,0)/(6,6)",A,real_esrgan,kodim03.png,0.43359375,0.283203125
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim03.png,0.818359375,0.0908203125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim03.png,0.568359375,0.2158203125
"(1,0)/(6,6)",A,espcn_x4,kodim03.png,0.99609375,0.001953125
"(1,0)/(6,6)",A,real_esrgan,kodim04.png,0.345703125,0.3271484375
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim04.png,0.796875,0.1015625
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim04.png,0.42578125,0.287109375
"(1,0)/(6,6)",A,espcn_x4,kodim04.png,1.0,0.0
"(1,0)/(6,6)",A,real_esrgan,kodim05.png,0.423828125,0.2880859375
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim05.png,0.818359375,0.0908203125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim05.png,0.26171875,0.369140625
"(1,0)/(6,6)",A,espcn_x4,kodim05.png,0.998046875,0.0009765625
"(1,0)/(6,6)",A,real_esrgan,kodim06.png,0.4765625,0.26171875
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim06.png,0.8203125,0.08984375
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim06.png,0.443359375,0.2783203125
"(1,0)/(6,6)",A,espcn_x4,kodim06.png,0.974609375,0.0126953125
"(1,0)/(6,6)",A,real_esrgan,kodim07.png,0.435546875,0.2822265625
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim07.png,0.771484375,0.1142578125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim07.png,0.4453125,0.27734375
"(1,0)/(6,6)",A,espcn_x4,kodim07.png,1.0,0.0
"(1,0)/(6,6)",A,real_esrgan,kodim08.png,0.193359375,0.4033203125
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim08.png,0.76953125,0.115234375
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim08.png,0.29296875,0.353515625
"(1,0)/(6,6)",A,espcn_x4,kodim08.png,0.986328125,0.0068359375
"(1,0)/(6,6)",A,real_esrgan,kodim09.png,0.2890625,0.35546875
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim09.png,0.7734375,0.11328125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim09.png,0.45703125,0.271484375
"(1,0)/(6,6)",A,espcn_x4,kodim09.png,1.0,0.0
"(1,0)/(6,6)",A,real_esrgan,kodim10.png,0.259765625,0.3701171875
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim10.png,0.7734375,0.11328125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim10.png,0.4296875,0.28515625
"(1,0)/(6,6)",A,espcn_x4,kodim10.png,0.99609375,0.001953125
"(1,0)/(6,6)",A,real_esrgan,kodim11.png,0.48828125,0.255859375
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim11.png,0.822265625,0.0888671875
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim11.png,0.47265625,0.263671875
"(1,0)/(6,6)",A,espcn_x4,kodim11.png,1.0,0.0
"(1,0)/(6,6)",A,real_esrgan,kodim12.png,0.498046875,0.2509765625
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim12.png,0.849609375,0.0751953125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim12.png,0.580078125,0.2099609375
"(1,0)/(6,6)",A,espcn_x4,kodim12.png,0.984375,0.0078125
"(1,0)/(6,6)",A,real_esrgan,kodim13.png,0.44140625,0.279296875
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim13.png,0.859375,0.0703125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim13.png,0.25,0.375
"(1,0)/(6,6)",A,espcn_x4,kodim13.png,0.982421875,0.0087890625
"(1,0)/(6,6)",A,real_esrgan,kodim14.png,0.572265625,0.2138671875
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim14.png,0.771484375,0.1142578125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim14.png,0.25390625,0.373046875
"(1,0)/(6,6)",A,espcn_x4,kodim14.png,1.0,0.0
"(1,0)/(6,6)",A,real_esrgan,kodim15.png,0.365234375,0.3173828125
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim15.png,0.826171875,0.0869140625
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim15.png,0.623046875,0.1884765625
"(1,0)/(6,6)",A,espcn_x4,kodim15.png,0.98046875,0.009765625
"(1,0)/(6,6)",A,real_esrgan,kodim16.png,0.466796875,0.2666015625
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim16.png,0.796875,0.1015625
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim16.png,0.42578125,0.287109375
"(1,0)/(6,6)",A,espcn_x4,kodim16.png,1.0,0.0
"(1,0)/(6,6)",A,real_esrgan,kodim17.png,0.396484375,0.3017578125
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim17.png,0.74609375,0.126953125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim17.png,0.33984375,0.330078125
"(1,0)/(6,6)",A,espcn_x4,kodim17.png,0.99609375,0.001953125
"(1,0)/(6,6)",A,real_esrgan,kodim18.png,0.50390625,0.248046875
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim18.png,0.77734375,0.111328125
"(1,0)/(6,6)",A,gaussian_blur_5x5,kodim18.png,0.33203125,0.333984375
"(1,0)/(6,6)",A,espcn_x4,kodim18.png,0.99609375,0.001953125
"(1,0)/(6,6)",A,real_esrgan,kodim19.png,0.33984375,0.330078125
"(1,0)/(6,6)",A,jpeg_compression_q50,kodim19.png,0.76953125,0.115234375
