image,selected_pair,embedding_cost,attack_name,nc_adaptive,nc_standard,psnr_adaptive,psnr_standard,ssim_adaptive,ssim_standard,alpha_adaptive,nc_adaptive_strength,ber_adaptive_strength,psnr_adaptive_strength,ssim_adaptive_strength
kodim11.png,"(7,4)/(7,7)",0.2133210964303631,gaussian_blur_5x5,0.978515625,0.951171875,28.41399082392924,28.510913261726415,0.8375178485614511,0.8346104619258541,0.1516298803428006,0.978515625,0.0107421875,28.41376743075641,0.8375081899521417
kodim12.png,"(4,7)/(5,7)",0.21253941022763592,real_esrgan,0.9140625,0.888671875,32.81108705393215,32.431620933556445,0.9198704128495415,0.9162364117221452,0.12317816234479012,0.9140625,0.04296875,32.8109428271119,0.9198268064687575
kodim12.png,"(4,7)/(5,7)",0.21253941022763592,jpeg_compression_q50,0.802734375,0.998046875,33.975109099116565,33.76531354307559,0.8922623336862996,0.8800106218563833,0.12317816234479012,0.802734375,0.0986328125,33.973573508500984,0.892182090520318
kodim12.png,"(4,7)/(5,7)",0.21253941022763592,gaussian_blur_5x5,0.99609375,0.974609375,31.30571834879426,31.351690343562986,0.8888561626695513,0.883682810562909,0.12317816234479012,0.99609375,0.001953125,31.305684049587043,0.8888535702019976
kodim13.png,"(5,7)/(7,6)",0.24523930440876313,real_esrgan,0.92578125,0.912109375,27.886402974723183,27.881781160806312,0.8653888387847587,0.8656812637821419,0.22677344866684535,0.93359375,0.033203125,27.872847400567345,0.8649557558090549
kodim13.png,"(5,7)/(7,6)",0.24523930440876313,jpeg_compression_q50,0.88671875,0.9921875,27.32008656546079,27.386474486842364,0.8579830720282796,0.8569064917745662,0.22677344866684535,0.9140625,0.04296875,27.309343366085947,0.8577783091048107
kodim13.png,"(5,7)/(7,6)",0.24523930440876313,gaussian_blur_5x5,0.890625,0.853515625,23.756082173618267,23.92501861975125,0.7226500180972174,0.7267092971517393,0.22677344866684535,0.921875,0.0390625,23.755333471154586,0.7225995659900061
kodim14.png,"(4,7)/(5,7)",0.20589909696639147,real_esrgan,0.939453125,0.8828125,29.795349039482517,29.4771203175053,0.913555358683824,0.9078031157354548,0.15855410930078115,0.943359375,0.0283203125,29.789957648969544,0.913374827526208
kodim14.png,"(4,7)/(5,7)",0.20589909696639147,jpeg_compression_q50,0.95703125,1.0,29.57619885662495,29.497727214907425,0.8712542452559355,0.86658968893684,0.15855410930078115,0.9609375,0.01953125,29.572849206872345,0.8710605504355642
kodim14.png,"(4,7)/(5,7)",0.20589909696639147,gaussian_blur_5x5,0.974609375,0.90234375,27.914816388995682,27.95721649335432,0.839601148355002,0.8365027446244206,0.15855410930078115,0.982421875,0.0087890625,27.914574929043635,0.8395924439952237
kodim15.png,"(4,7)/(5,7)",0.11787878207396499,real_esrgan,0.859375,0.791015625,30.593019361731024,30.136694817831504,0.8881113062011471,0.8829575361112921,0.13383598762591006,0.861328125,0.0693359375,30.59215642232353,0.8880588085092462
kodim15.png,"(4,7)/(5,7)",0.11787878207396499,jpeg_compression_q50,0.720703125,0.98046875,32.60290570135779,32.49165026327563,0.8808089656712533,0.8689482087907007,0.13383598762591006,0.720703125,0.1396484375,32.601614228590094,0.8807623919329363
