image,dataset,coefficient_pair,alpha,attack,nc,ber,psnr,ssim
kodim12,kodak,standard,0.2,none,1.0,0.0,42.36903194345167,0.9770072478633
kodim12,kodak,standard,0.2,real_esrgan,0.908203125,0.0458984375,32.418865311773224,0.9158428051868964
kodim12,kodak,standard,0.2,jpeg_q50,0.998046875,0.0009765625,33.73739855507084,0.8794385200469627
kodim12,kodak,standard,0.2,gaussian_blur,0.98046875,0.009765625,31.34413360226313,0.8833530956611994
kodim12,kodak,balanced,0.2,none,1.0,0.0,43.12320747928629,0.9796177401913544
kodim12,kodak,balanced,0.2,real_esrgan,0.7265625,0.13671875,29.16985117881382,0.853534848182226
kodim12,kodak,balanced,0.2,jpeg_q50,1.0,0.0,33.79943500328143,0.8834921903495369
kodim12,kodak,balanced,0.2,gaussian_blur,0.98828125,0.005859375,31.34174518874591,0.882839964374306
kodim12,kodak,hf,0.2,none,1.0,0.0,44.59408141677517,0.9825663100394768
kodim12,kodak,hf,0.2,real_esrgan,0.927734375,0.0361328125,32.712525811940836,0.9221361079141877
kodim12,kodak,hf,0.2,jpeg_q50,0.89453125,0.052734375,34.107539618284896,0.8942557885714169
kodim12,kodak,hf,0.2,gaussian_blur,1.0,0.0,31.495689278102056,0.8922634232805202
kodim12,kodak,standard,0.3,none,1.0,0.0,42.156976230448855,0.976222385814975
kodim12,kodak,standard,0.3,real_esrgan,0.919921875,0.0400390625,32.408615466332165,0.9154356689265928
kodim12,kodak,standard,0.3,jpeg_q50,0.998046875,0.0009765625,33.71123702853919,0.8788253438623315
kodim12,kodak,standard,0.3,gaussian_blur,0.982421875,0.0087890625,31.33623243049411,0.8830096981365769
kodim12,kodak,balanced,0.3,none,1.0,0.0,42.89223076777083,0.9788791949223076
kodim12,kodak,balanced,0.3,real_esrgan,0.736328125,0.1318359375,29.16221890116043,0.8531999469128909
kodim12,kodak,balanced,0.3,jpeg_q50,1.0,0.0,33.76969958709616,0.882910902505757
kodim12,kodak,balanced,0.3,gaussian_blur,0.994140625,0.0029296875,31.33332651399695,0.8824551475892747
kodim12,kodak,hf,0.3,none,1.0,0.0,44.515690545442425,0.9822849518542566
kodim12,kodak,hf,0.3,real_esrgan,0.92578125,0.037109375,32.71387441420338,0.9220381267536272
kodim12,kodak,hf,0.3,jpeg_q50,0.892578125,0.0537109375,34.10340799351626,0.8941570741518158
kodim12,kodak,hf,0.3,gaussian_blur,1.0,0.0,31.495498252988146,0.892255572513195
kodim13,kodak,standard,0.05,none,0.998046875,0.0009765625,39.124553495275975,0.9892396053171976
kodim13,kodak,standard,0.05,real_esrgan,0.8984375,0.05078125,27.892839434608668,0.8659678379083703
kodim13,kodak,standard,0.05,jpeg_q50,0.990234375,0.0048828125,27.3983310949566,0.8572040208713121
kodim13,kodak,standard,0.05,gaussian_blur,0.845703125,0.0771484375,23.927780779073856,0.7269202026067028
kodim13,kodak,balanced,0.05,none,1.0,0.0,39.09989053198452,0.9899548625919656
kodim13,kodak,balanced,0.05,real_esrgan,0.81640625,0.091796875,24.01602660046075,0.7812568672914312
kodim13,kodak,balanced,0.05,jpeg_q50,0.9921875,0.00390625,27.39030326137981,0.8575044334405018
kodim13,kodak,balanced,0.05,gaussian_blur,0.853515625,0.0732421875,23.91738353454638,0.726599661328378
kodim13,kodak,hf,0.05,none,1.0,0.0,41.85603769429822,0.9939448934702064
kodim13,kodak,hf,0.05,real_esrgan,0.943359375,0.0283203125,28.034541170090872,0.8677825320928617
kodim13,kodak,hf,0.05,jpeg_q50,0.955078125,0.0224609375,27.53533411117948,0.8616920276113503
kodim13,kodak,hf,0.05,gaussian_blur,0.904296875,0.0478515625,23.99715195032267,0.7329617155467582
kodim13,kodak,standard,0.1,none,0.998046875,0.0009765625,38.94964593617576,0.988847188755452
kodim13,kodak,standard,0.1,real_esrgan,0.912109375,0.0439453125,27.881781160806312,0.8656812637821418
kodim13,kodak,standard,0.1,jpeg_q50,0.9921875,0.00390625,27.386474486842364,0.8569064917745662
kodim13,kodak,standard,0.1,gaussian_blur,0.853515625,0.0732421875,23.92501861975125,0.7267092971517394
kodim13,kodak,balanced,0.1,none,1.0,0.0,38.90613604235027,0.9895626103332376
kodim13,kodak,balanced,0.1,real_esrgan,0.833984375,0.0830078125,24.01132018115988,0.7810544899569339
kodim13,kodak,balanced,0.1,jpeg_q50,0.99609375,0.001953125,27.378015524004553,0.8572147305381539
kodim13,kodak,balanced,0.1,gaussian_blur,0.873046875,0.0634765625,23.91397975747517,0.7263688423634905
kodim13,kodak,hf,0.1,none,1.0,0.0,41.71385559103996,0.9937892541709884
kodim13,kodak,hf,0.1,real_esrgan,0.955078125,0.0224609375,28.029630400884432,0.8676236886307982
kodim13,kodak,hf,0.1,jpeg_q50,0.955078125,0.0224609375,27.530174292096508,0.8616046192859583
kodim13,kodak,hf,0.1,gaussian_blur,0.9140625,0.04296875,23.99685908575099,0.7329478403201947
kodim13,kodak,standard,0.2,none,1.0,0.0,38.598731118309594,0.9880199017755644
kodim13,kodak,standard,0.2,real_esrgan,0.94140625,0.029296875,27.86008063073073,0.865181358290995
kodim13,kodak,standard,0.2,jpeg_q50,0.994140625,0.0029296875,27.362637731530263,0.8562666481338747
kodim13,kodak,standard,0.2,gaussian_blur,0.88671875,0.056640625,23.919375472560574,0.7262815870141374
kodim13,kodak,balanced,0.2,none,1.0,0.0,38.525281222137394,0.9887449870739656
kodim13,kodak,balanced,0.2,real_esrgan,0.857421875,0.0712890625,24.004295683111934,0.780734008265866
kodim13,kodak,balanced,0.2,jpeg_q50,0.998046875,0.0009765625,27.349517878562448,0.8565105599374436
kodim13,kodak,balanced,0.2,gaussian_blur,0.916015625,0.0419921875,23.906995524333453,0.7259097709117427
kodim13,kodak,hf,0.2,none,1.0,0.0,41.463505217234,0.9934730906787684
kodim13,kodak,hf,0.2,real_esrgan,0.962890625,0.0185546875,28.018353108756887,0.8673130981673908
kodim13,kodak,hf,0.2,jpeg_q50,0.966796875,0.0166015625,27.52348024067071,0.8614373044594398
kodim13,kodak,hf,0.2,gaussian_blur,0.92578125,0.037109375,23.996448857008104,0.732917721341741
kodim13,kodak,standard,0.3,none,1.0,0.0,38.25937558679102,0.9871996324331924
kodim13,kodak,standard,0.3,real_esrgan,0.955078125,0.0224609375,27.836077961300283,0.8646879708637883
kodim13,kodak,standard,0.3,jpeg_q50,0.994140625,0.0029296875,27.338811491793837,0.8556390463668623
kodim13,kodak,standard,0.3,gaussian_blur,0.9140625,0.04296875,23.913784130682927,0.7258746438517103
kodim13,kodak,balanced,0.3,none,1.0,0.0,38.15325902525228,0.987883281237546
kodim13,kodak,balanced,0.3,real_esrgan,0.884765625,0.0576171875,23.998140540736358,0.7803855361878718
kodim13,kodak,balanced,0.3,jpeg_q50,0.998046875,0.0009765625,27.321873093122097,0.8557932059626555
kodim13,kodak,balanced,0.3,gaussian_blur,0.953125,0.0234375,23.89955882843373,0.7254005794643709
kodim13,kodak,hf,0.3,none,1.0,0.0,41.197310940091725,0.993121525196265
kodim13,kodak,hf,0.3,real_esrgan,0.970703125,0.0146484375,28.006280797669476,0.8669129676305566
kodim13,kodak,hf,0.3,jpeg_q50,0.970703125,0.0146484375,27.515506592982614,0.8612371387970787
kodim13,kodak,hf,0.3,gaussian_blur,0.931640625,0.0341796875,23.995867504871008,0.7328917936337586
kodim14,kodak,standard,0.05,none,1.0,0.0,39.86582719869865,0.9835462110214578
kodim14,kodak,standard,0.05,real_esrgan,0.87109375,0.064453125,29.490598258593614,0.9081858733076849
kodim14,kodak,standard,0.05,jpeg_q50,0.998046875,0.0009765625,29.511444890788383,0.8670332431427777
kodim14,kodak,standard,0.05,gaussian_blur,0.87890625,0.060546875,27.962310606761555,0.8367722425197055
kodim14,kodak,balanced,0.05,none,1.0,0.0,40.2406045478868,0.9839548535131484
kodim14,kodak,balanced,0.05,real_esrgan,0.873046875,0.0634765625,26.095151753556603,0.8381690358499284
kodim14,kodak,balanced,0.05,jpeg_q50,0.998046875,0.0009765625,29.51428753968734,0.8664092827923198
kodim14,kodak,balanced,0.05,gaussian_blur,0.931640625,0.0341796875,27.956134847812475,0.8356538009011739
kodim14,kodak,hf,0.05,none,1.0,0.0,43.48511955363951,0.9909507134296576
kodim14,kodak,hf,0.05,real_esrgan,0.92578125,0.037109375,29.776380754052138,0.9137926982106856
kodim14,kodak,hf,0.05,jpeg_q50,0.984375,0.0078125,29.725519122944743,0.8742906883560772
kodim14,kodak,hf,0.05,gaussian_blur,0.978515625,0.0107421875,28.112201136044806,0.8450903979650278
kodim14,kodak,standard,0.1,none,1.0,0.0,39.70894049545273,0.9830133251937846
kodim14,kodak,standard,0.1,real_esrgan,0.8828125,0.05859375,29.4771203175053,0.9078031157354548
kodim14,kodak,standard,0.1,jpeg_q50,1.0,0.0,29.497727214907425,0.8665896889368402
kodim14,kodak,standard,0.1,gaussian_blur,0.90234375,0.048828125,27.95721649335432,0.8365027446244205
kodim14,kodak,balanced,0.1,none,1.0,0.0,40.067706648836385,0.983418145136588
kodim14,kodak,balanced,0.1,real_esrgan,0.88671875,0.056640625,26.091722910238502,0.837894874497405
kodim14,kodak,balanced,0.1,jpeg_q50,0.998046875,0.0009765625,29.50137959881048,0.8658640826012308
kodim14,kodak,balanced,0.1,gaussian_blur,0.94140625,0.029296875,27.950956412972687,0.8353619620699654
kodim14,kodak,hf,0.1,none,1.0,0.0,43.38780409902348,0.9908021761343834
kodim14,kodak,hf,0.1,real_esrgan,0.92578125,0.037109375,29.773460804407858,0.913669898716132
kodim14,kodak,hf,0.1,jpeg_q50,0.98828125,0.005859375,29.724314405688578,0.8742452287563426
kodim14,kodak,hf,0.1,gaussian_blur,0.978515625,0.0107421875,28.11218689434132,0.8450896836494212
kodim14,kodak,standard,0.2,none,1.0,0.0,39.407701866529806,0.9819934489291864
kodim14,kodak,standard,0.2,real_esrgan,0.908203125,0.0458984375,29.44931241123712,0.9071656196572864
kodim14,kodak,standard,0.2,jpeg_q50,1.0,0.0,29.47109164933977,0.8658585285249053
kodim14,kodak,standard,0.2,gaussian_blur,0.92578125,0.037109375,27.94766962385561,0.836040264141236
kodim14,kodak,balanced,0.2,none,1.0,0.0,39.72792277725381,0.9823085592854158
kodim14,kodak,balanced,0.2,real_esrgan,0.896484375,0.0517578125,26.082821228045802,0.837387965924356
kodim14,kodak,balanced,0.2,jpeg_q50,1.0,0.0,29.473285680178584,0.865006828126755
kodim14,kodak,balanced,0.2,gaussian_blur,0.96484375,0.017578125,27.93955916458648,0.834737393117375
kodim14,kodak,hf,0.2,none,1.0,0.0,43.20232887412634,0.9904637492368676
kodim14,kodak,hf,0.2,real_esrgan,0.92578125,0.037109375,29.769078397211786,0.9134447919618992
kodim14,kodak,hf,0.2,jpeg_q50,0.9921875,0.00390625,29.718220453598448,0.8740008017158708
kodim14,kodak,hf,0.2,gaussian_blur,0.98046875,0.009765625,28.111890468559736,0.8450775470286734
kodim14,kodak,standard,0.3,none,1.0,0.0,39.08945424707062,0.9808338164007224
kodim14,kodak,standard,0.3,real_esrgan,0.931640625,0.0341796875,29.41747600685214,0.90640087811767
kodim14,kodak,standard,0.3,jpeg_q50,1.0,0.0,29.439870425779937,0.8649495856188353
kodim14,kodak,standard,0.3,gaussian_blur,0.939453125,0.0302734375,27.936727312979492,0.8355156540515706
kodim14,kodak,balanced,0.3,none,1.0,0.0,39.39598970029198,0.9811511300005656
kodim14,kodak,balanced,0.3,real_esrgan,0.91015625,0.044921875,26.071526869252754,0.8367092425471454
kodim14,kodak,balanced,0.3,jpeg_q50,1.0,0.0,29.4454144860115,0.8641586208626452
kodim14,kodak,balanced,0.3,gaussian_blur,0.970703125,0.0146484375,27.928298532015315,0.8341253888350515
kodim14,kodak,hf,0.3,none,1.0,0.0,43.00657844565494,0.9901410700106984
kodim14,kodak,hf,0.3,real_esrgan,0.931640625,0.0341796875,29.76118844237412,0.9131961260941456
kodim14,kodak,hf,0.3,jpeg_q50,0.9921875,0.00390625,29.71116954878884,0.8738379392257073
kodim14,kodak,hf,0.3,gaussian_blur,0.982421875,0.0087890625,28.111652396837695,0.8450556560287583
kodim15,kodak,standard,0.05,none,0.9921875,0.00390625,42.02796984759737,0.976492496159592
kodim15,kodak,standard,0.05,real_esrgan,0.787109375,0.1064453125,30.144891553195222,0.8831703265666405
kodim15,kodak,standard,0.05,jpeg_q50,0.978515625,0.0107421875,32.50789932299706,0.8692986782375481
kodim15,kodak,standard,0.05,gaussian_blur,0.947265625,0.0263671875,30.45363136653172,0.892431699408816
kodim15,kodak,balanced,0.05,none,0.994140625,0.0029296875,42.98548998281738,0.9802561435694342
kodim15,kodak,balanced,0.05,real_esrgan,0.65625,0.171875,27.47944296142576,0.8425986568034171
kodim15,kodak,balanced,0.05,jpeg_q50,0.990234375,0.0048828125,32.55479888855723,0.8730206542394288
kodim15,kodak,balanced,0.05,gaussian_blur,0.96484375,0.017578125,30.461522637050095,0.892531680592577
kodim15,kodak,hf,0.05,none,1.0,0.0,44.722881705002784,0.9835940188101344
kodim15,kodak,hf,0.05,real_esrgan,0.90234375,0.048828125,30.593114366116367,0.8898144520636065
kodim15,kodak,hf,0.05,jpeg_q50,0.849609375,0.0751953125,32.811972667394244,0.8846319539914306
kodim15,kodak,hf,0.05,gaussian_blur,0.994140625,0.0029296875,30.605082321558815,0.9015644868818063
kodim15,kodak,standard,0.1,none,0.9921875,0.00390625,41.91954914017756,0.9761111312329026
kodim15,kodak,standard,0.1,real_esrgan,0.791015625,0.1044921875,30.136694817831504,0.8829575361112921
kodim15,kodak,standard,0.1,jpeg_q50,0.98046875,0.009765625,32.49165026327563,0.8689482087907004
kodim15,kodak,standard,0.1,gaussian_blur,0.953125,0.0234375,30.449398788179337,0.8922552739601325
kodim15,kodak,balanced,0.1,none,0.99609375,0.001953125,42.85388225691931,0.9798811922674988
kodim15,kodak,balanced,0.1,real_esrgan,0.65234375,0.173828125,27.47751230369865,0.8424330132638757
kodim15,kodak,balanced,0.1,jpeg_q50,0.9921875,0.00390625,32.545974166873954,0.8728209222968824
kodim15,kodak,balanced,0.1,gaussian_blur,0.97265625,0.013671875,30.45799368094653,0.8923625913457084
kodim15,kodak,hf,0.1,none,1.0,0.0,44.67017291574468,0.9834790770324404
kodim15,kodak,hf,0.1,real_esrgan,0.900390625,0.0498046875,30.59204944292467,0.889768047369868
kodim15,kodak,hf,0.1,jpeg_q50,0.84765625,0.076171875,32.8095448032432,0.8846063965781061
kodim15,kodak,hf,0.1,gaussian_blur,0.99609375,0.001953125,30.604619419182512,0.9015545830391178
kodim15,kodak,standard,0.2,none,0.998046875,0.0009765625,41.67266761467054,0.975194380491126
kodim15,kodak,standard,0.2,real_esrgan,0.806640625,0.0966796875,30.11795520434312,0.8824263565641536
kodim15,kodak,standard,0.2,jpeg_q50,0.984375,0.0078125,32.46971294057999,0.8684675328135607
kodim15,kodak,standard,0.2,gaussian_blur,0.962890625,0.0185546875,30.44133940290076,0.891875828866016
kodim15,kodak,balanced,0.2,none,0.99609375,0.001953125,42.5916834912439,0.9791092161465216
kodim15,kodak,balanced,0.2,real_esrgan,0.66015625,0.169921875,27.47499499887446,0.8421944425252295
kodim15,kodak,balanced,0.2,jpeg_q50,0.994140625,0.0029296875,32.52833607724809,0.8724534997331516
kodim15,kodak,balanced,0.2,gaussian_blur,0.9765625,0.01171875,30.449324288327155,0.8920211563635307
kodim15,kodak,hf,0.2,none,1.0,0.0,44.578933075965494,0.9832358087622902
kodim15,kodak,hf,0.2,real_esrgan,0.90625,0.046875,30.59091705609386,0.8896394545186165
kodim15,kodak,hf,0.2,jpeg_q50,0.84765625,0.076171875,32.805992892661465,0.8845580956718933
kodim15,kodak,hf,0.2,gaussian_blur,0.998046875,0.0009765625,30.60422176472278,0.9015461794339442
kodim15,kodak,standard,0.3,none,1.0,0.0,41.43703937713784,0.9743692925855966
kodim15,kodak,standard,0.3,real_esrgan,0.8125,0.09375,30.09961413510409,0.8819760916639595
kodim15,kodak,standard,0.3,jpeg_q50,0.98828125,0.005859375,32.44079781927907,0.867826138818431
kodim15,kodak,standard,0.3,gaussian_blur,0.966796875,0.0166015625,30.43273393326234,0.8915261336984369
kodim15,kodak,balanced,0.3,none,0.998046875,0.0009765625,42.33107267831621,0.9783091127156032
kodim15,kodak,balanced,0.3,real_esrgan,0.673828125,0.1630859375,27.465726155706655,0.8418303554273358
kodim15,kodak,balanced,0.3,jpeg_q50,0.994140625,0.0029296875,32.503518132826194,0.8718741218867644
kodim15,kodak,balanced,0.3,gaussian_blur,0.984375,0.0078125,30.441355290717183,0.8916710339974406
kodim15,kodak,hf,0.3,none,1.0,0.0,44.47233391386596,0.9829381276254032
kodim15,kodak,hf,0.3,real_esrgan,0.90234375,0.048828125,30.589403937412424,0.8895163166235962
kodim15,kodak,hf,0.3,jpeg_q50,0.853515625,0.0732421875,32.801260123314655,0.8844450699963448
kodim15,kodak,hf,0.3,gaussian_blur,1.0,0.0,30.60374304642696,0.901529984636332
kodim16,kodak,standard,0.05,none,1.0,0.0,42.47295387367856,0.981153812999874
kodim16,kodak,standard,0.05,real_esrgan,0.90234375,0.048828125,31.414961374155837,0.9139612909984896
kodim16,kodak,standard,0.05,jpeg_q50,1.0,0.0,32.77951469105722,0.8832630138769769
kodim16,kodak,standard,0.05,gaussian_blur,0.98046875,0.009765625,30.371697716537497,0.841475725695597
kodim16,kodak,balanced,0.05,none,1.0,0.0,43.514113293794665,0.9827231179396196
kodim16,kodak,balanced,0.05,real_esrgan,0.765625,0.1171875,27.67109016236696,0.8455661732525752
kodim16,kodak,balanced,0.05,jpeg_q50,1.0,0.0,32.84509804134154,0.8860611261666751
kodim16,kodak,balanced,0.05,gaussian_blur,0.990234375,0.0048828125,30.3814284293267,0.8411381970722421
kodim16,kodak,hf,0.05,none,1.0,0.0,44.36953582458452,0.9857637659813864
kodim16,kodak,hf,0.05,real_esrgan,0.90234375,0.048828125,31.584208914220916,0.9187285371030586
kodim16,kodak,hf,0.05,jpeg_q50,0.912109375,0.0439453125,33.02086037427777,0.8952777053779655
kodim16,kodak,hf,0.05,gaussian_blur,0.9921875,0.00390625,30.49198420737956,0.8498488413388223
kodim16,kodak,standard,0.1,none,1.0,0.0,42.364124277551475,0.9808101807617562
kodim16,kodak,standard,0.1,real_esrgan,0.908203125,0.0458984375,31.409650080417578,0.9138086816089204
kodim16,kodak,standard,0.1,jpeg_q50,1.0,0.0,32.76994235569436,0.883028705887423
kodim16,kodak,standard,0.1,gaussian_blur,0.984375,0.0078125,30.369052036082486,0.8413282623038598
kodim16,kodak,balanced,0.1,none,1.0,0.0,43.39222097569411,0.9823684097996028
kodim16,kodak,balanced,0.1,real_esrgan,0.775390625,0.1123046875,27.669635775966476,0.8454593358507779
kodim16,kodak,balanced,0.1,jpeg_q50,1.0,0.0,32.83558138451178,0.885812230024901
kodim16,kodak,balanced,0.1,gaussian_blur,0.994140625,0.0029296875,30.37815219953776,0.8409444529428685
kodim16,kodak,hf,0.1,none,1.0,0.0,44.31243947823237,0.9856364067181456
kodim16,kodak,hf,0.1,real_esrgan,0.904296875,0.0478515625,31.58262320377148,0.9186812995766016
kodim16,kodak,hf,0.1,jpeg_q50,0.912109375,0.0439453125,33.01732555150369,0.8952180655683145
kodim16,kodak,hf,0.1,gaussian_blur,0.9921875,0.00390625,30.491871214263515,0.8498360772073648
kodim16,kodak,standard,0.2,none,1.0,0.0,42.16286938012966,0.9800942368276616
kodim16,kodak,standard,0.2,real_esrgan,0.912109375,0.0439453125,31.39770198235936,0.9134800870464522
kodim16,kodak,standard,0.2,jpeg_q50,1.0,0.0,32.75355299813575,0.8825289301788466
kodim16,kodak,standard,0.2,gaussian_blur,0.990234375,0.0048828125,30.363339071333503,0.8409990136849523
kodim16,kodak,balanced,0.2,none,1.0,0.0,43.149792650008074,0.9816394894316702
kodim16,kodak,balanced,0.2,real_esrgan,0.7890625,0.10546875,27.664261574591666,0.8450838625415252
kodim16,kodak,balanced,0.2,jpeg_q50,1.0,0.0,32.81637600414923,0.8852267357068264
kodim16,kodak,balanced,0.2,gaussian_blur,0.99609375,0.001953125,30.372231283799653,0.8405792752909709
kodim16,kodak,hf,0.2,none,1.0,0.0,44.20055776993938,0.9853638438925691
kodim16,kodak,hf,0.2,real_esrgan,0.908203125,0.0458984375,31.580002493029447,0.9185738672807768
kodim16,kodak,hf,0.2,jpeg_q50,0.91796875,0.041015625,33.01189200715933,0.8950665026141301
kodim16,kodak,hf,0.2,gaussian_blur,0.994140625,0.0029296875,30.49180140348767,0.8498334738175712
kodim16,kodak,standard,0.3,none,1.0,0.0,41.940061623843974,0.9792921621061352
kodim16,kodak,standard,0.3,real_esrgan,0.916015625,0.0419921875,31.38626974183405,0.9131085182825416
kodim16,kodak,standard,0.3,jpeg_q50,1.0,0.0,32.72968418887153,0.8819016986924021
kodim16,kodak,standard,0.3,gaussian_blur,0.99609375,0.001953125,30.356598979743573,0.8406259523309059
kodim16,kodak,balanced,0.3,none,1.0,0.0,42.90945826252112,0.9808847892770128
kodim16,kodak,balanced,0.3,real_esrgan,0.80859375,0.095703125,27.66036705805456,0.8448272757913725
kodim16,kodak,balanced,0.3,jpeg_q50,1.0,0.0,32.79537702700692,0.8847127108620843
kodim16,kodak,balanced,0.3,gaussian_blur,0.99609375,0.001953125,30.366419239485214,0.840247513819158
kodim16,kodak,hf,0.3,none,1.0,0.0,44.065372785081685,0.9850561808823944
kodim16,kodak,hf,0.3,real_esrgan,0.91015625,0.044921875,31.578206152382855,0.9184978558997606
kodim16,kodak,hf,0.3,jpeg_q50,0.916015625,0.0419921875,33.0039489478351,0.8949002335909904
kodim16,kodak,hf,0.3,gaussian_blur,1.0,0.0,30.49187910846819,0.8498411484580487
kodim17,kodak,standard,0.05,none,1.0,0.0,41.4707915496943,0.9801930202137804
kodim17,kodak,standard,0.05,real_esrgan,0.919921875,0.0400390625,32.29683744758387,0.9403079358918832
kodim17,kodak,standard,0.05,jpeg_q50,1.0,0.0,33.109088997347094,0.9079376904984752
kodim17,kodak,standard,0.05,gaussian_blur,0.931640625,0.0341796875,31.21935790433792,0.9082087027183676
kodim17,kodak,balanced,0.05,none,1.0,0.0,41.74161277999242,0.981511705808901
kodim17,kodak,balanced,0.05,real_esrgan,0.884765625,0.0576171875,29.799298285236997,0.9115240262855488
kodim17,kodak,balanced,0.05,jpeg_q50,1.0,0.0,33.09782290134417,0.9097064494783909
kodim17,kodak,balanced,0.05,gaussian_blur,0.96484375,0.017578125,31.18929659543204,0.9072856663790994
kodim17,kodak,hf,0.05,none,1.0,0.0,44.21525156274491,0.9863405188527042
kodim17,kodak,hf,0.05,real_esrgan,0.962890625,0.0185546875,32.95617807387346,0.9490426201887422
kodim17,kodak,hf,0.05,jpeg_q50,0.9140625,0.04296875,33.48803334893604,0.9203174772971376
kodim17,kodak,hf,0.05,gaussian_blur,0.986328125,0.0068359375,31.41581090417928,0.9167509825677532
kodim17,kodak,standard,0.1,none,1.0,0.0,41.34673095794889,0.9797528851683452
kodim17,kodak,standard,0.1,real_esrgan,0.927734375,0.0361328125,32.283492501424206,0.9400255196075972
kodim17,kodak,standard,0.1,jpeg_q50,1.0,0.0,33.09213320430243,0.907624905400986
kodim17,kodak,standard,0.1,gaussian_blur,0.94140625,0.029296875,31.213857281889396,0.9080190612505628
kodim17,kodak,balanced,0.1,none,1.0,0.0,41.58864717321954,0.9810541878333215
kodim17,kodak,balanced,0.1,real_esrgan,0.88671875,0.056640625,29.78939645157054,0.9112979107027258
kodim17,kodak,balanced,0.1,jpeg_q50,1.0,0.0,33.08458034646682,0.9094334052112774
kodim17,kodak,balanced,0.1,gaussian_blur,0.970703125,0.0146484375,31.183000219382105,0.9070738421385688
kodim17,kodak,hf,0.1,none,1.0,0.0,44.14861673907619,0.9862064573166158
kodim17,kodak,hf,0.1,real_esrgan,0.958984375,0.0205078125,32.95437212551465,0.9489998048219492
kodim17,kodak,hf,0.1,jpeg_q50,0.912109375,0.0439453125,33.48298638581288,0.920280493924443
kodim17,kodak,hf,0.1,gaussian_blur,0.98828125,0.005859375,31.415655362228247,0.916749734272766
kodim17,kodak,standard,0.2,none,1.0,0.0,41.07824918743472,0.9788117704589412
kodim17,kodak,standard,0.2,real_esrgan,0.943359375,0.0283203125,32.256003595552514,0.93941113429936
kodim17,kodak,standard,0.2,jpeg_q50,1.0,0.0,33.05446612630648,0.9069072807716636
kodim17,kodak,standard,0.2,gaussian_blur,0.95703125,0.021484375,31.20213532499454,0.907600944915547
kodim17,kodak,balanced,0.2,none,1.0,0.0,41.28685945726139,0.9801109454375752
kodim17,kodak,balanced,0.2,real_esrgan,0.8828125,0.05859375,29.771325245493074,0.9107449017952769
kodim17,kodak,balanced,0.2,jpeg_q50,1.0,0.0,33.04261384758628,0.908603816452373
kodim17,kodak,balanced,0.2,gaussian_blur,0.982421875,0.0087890625,31.16803574458913,0.9065784900011
kodim17,kodak,hf,0.2,none,1.0,0.0,44.01411547383948,0.9859106798505062
kodim17,kodak,hf,0.2,real_esrgan,0.966796875,0.0166015625,32.95002302069301,0.94885511017281
kodim17,kodak,hf,0.2,jpeg_q50,0.91796875,0.041015625,33.47419843415955,0.9200951943860596
kodim17,kodak,hf,0.2,gaussian_blur,0.9921875,0.00390625,31.415211121795625,0.9167388544560026
kodim17,kodak,standard,0.3,none,1.0,0.0,40.83481884352945,0.977897455193186
kodim17,kodak,standard,0.3,real_esrgan,0.955078125,0.0224609375,32.23089106913059,0.9388295766514676
kodim17,kodak,standard,0.3,jpeg_q50,1.0,0.0,33.01915327892952,0.9061462320762868
kodim17,kodak,standard,0.3,gaussian_blur,0.966796875,0.0166015625,31.19079983471761,0.907184025818185
kodim17,kodak,balanced,0.3,none,1.0,0.0,40.99046316350759,0.9791290768739148
kodim17,kodak,balanced,0.3,real_esrgan,0.89453125,0.052734375,29.75968763854144,0.9102076075497837
kodim17,kodak,balanced,0.3,jpeg_q50,1.0,0.0,33.00432226363992,0.907831398168242
kodim17,kodak,balanced,0.3,gaussian_blur,0.994140625,0.0029296875,31.152652313818542,0.9060963297342352
kodim17,kodak,hf,0.3,none,1.0,0.0,43.90438988913292,0.9856777037337602
kodim17,kodak,hf,0.3,real_esrgan,0.966796875,0.0166015625,32.948867343929024,0.9487517177206448
kodim17,kodak,hf,0.3,jpeg_q50,0.921875,0.0390625,33.46587527922955,0.9199863077525706
kodim17,kodak,hf,0.3,gaussian_blur,0.994140625,0.0029296875,31.41477174964766,0.9167267837006312
kodim18,kodak,standard,0.05,none,0.998046875,0.0009765625,40.14099490940111,0.9823983541315828
kodim18,kodak,standard,0.05,real_esrgan,0.931640625,0.0341796875,28.48300959730021,0.8829723104999073
kodim18,kodak,standard,0.05,jpeg_q50,0.998046875,0.0009765625,29.79800815704852,0.8684588024884623
kodim18,kodak,standard,0.05,gaussian_blur,0.912109375,0.0439453125,27.59756174379426,0.8313517983723404
kodim18,kodak,balanced,0.05,none,0.99609375,0.001953125,40.25440112495574,0.9829560538493824
kodim18,kodak,balanced,0.05,real_esrgan,0.84375,0.078125,25.334799997636132,0.8105704803166566
kodim18,kodak,balanced,0.05,jpeg_q50,0.99609375,0.001953125,29.77892242005607,0.8684594512771332
kodim18,kodak,balanced,0.05,gaussian_blur,0.923828125,0.0380859375,27.57921963747485,0.8303180194572947
kodim18,kodak,hf,0.05,none,1.0,0.0,43.464014004917296,0.989641546402948
kodim18,kodak,hf,0.05,real_esrgan,0.939453125,0.0302734375,28.670295368007203,0.8854529180079241
kodim18,kodak,hf,0.05,jpeg_q50,0.9609375,0.01953125,30.01423350878952,0.8773371564560074
kodim18,kodak,hf,0.05,gaussian_blur,0.953125,0.0234375,27.72539377378913,0.8397809201274411
