image,dataset,coefficient_pair,alpha,attack,nc,ber,psnr,ssim,esrgan_source
t021,tampere17,standard,0.1,none,1.0,0.0,37.919265114075756,0.981933158113046,
t021,tampere17,standard,0.1,real_esrgan,0.63671875,0.181640625,28.443640641145365,0.8970193677367955,disk_precomputed_canonical
t021,tampere17,standard,0.1,jpeg_q50,1.0,0.0,27.911283447086205,0.856039502347882,
t021,tampere17,standard,0.1,gaussian_blur,0.79296875,0.103515625,25.973379951937382,0.8228105538406602,
t021,tampere17,balanced,0.1,none,1.0,0.0,37.694074736206424,0.9845468312142853,
t021,tampere17,balanced,0.1,real_esrgan,0.673828125,0.1630859375,28.46598895350514,0.8988584174496461,live_canonical
t021,tampere17,balanced,0.1,jpeg_q50,0.99609375,0.001953125,27.8855505000599,0.8576978647043694,
t021,tampere17,balanced,0.1,gaussian_blur,0.83984375,0.080078125,25.95224280061638,0.823502537273416,
t021,tampere17,hf,0.1,none,1.0,0.0,43.46354829247427,0.9937753022533627,
t021,tampere17,hf,0.1,real_esrgan,0.8203125,0.08984375,28.60801351854555,0.9002401721238925,disk_precomputed_canonical
t021,tampere17,hf,0.1,jpeg_q50,0.95703125,0.021484375,28.226535392590083,0.8669738756150829,
t021,tampere17,hf,0.1,gaussian_blur,0.966796875,0.0166015625,26.13818450306393,0.8318329553286885,
t022,tampere17,standard,0.1,none,1.0,0.0,39.225767379925514,0.9868315482694956,
t022,tampere17,standard,0.1,real_esrgan,0.908203125,0.0458984375,26.99469742274855,0.8610681385629563,disk_precomputed_canonical
t022,tampere17,standard,0.1,jpeg_q50,1.0,0.0,27.4986157049834,0.8326757658090592,
t022,tampere17,standard,0.1,gaussian_blur,0.908203125,0.0458984375,25.630190616346095,0.7629569403086051,
t022,tampere17,balanced,0.1,none,1.0,0.0,38.719536834664396,0.9862017340072912,
t022,tampere17,balanced,0.1,real_esrgan,0.9140625,0.04296875,26.970853556753475,0.8607673019945263,live_canonical
t022,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,27.46842081276492,0.8319777472844675,
t022,tampere17,balanced,0.1,gaussian_blur,0.904296875,0.0478515625,25.60569365252977,0.7616711628890936,
t022,tampere17,hf,0.1,none,1.0,0.0,42.96251758118288,0.9929441306401475,
t022,tampere17,hf,0.1,real_esrgan,0.98828125,0.005859375,27.1273217303682,0.864366815491477,disk_precomputed_canonical
t022,tampere17,hf,0.1,jpeg_q50,0.98046875,0.009765625,27.673216791401508,0.8394759519123154,
t022,tampere17,hf,0.1,gaussian_blur,0.95703125,0.021484375,25.733572846095267,0.7703663541727193,
t023,tampere17,standard,0.1,none,1.0,0.0,39.77914300998304,0.9835153079791846,
t023,tampere17,standard,0.1,real_esrgan,0.826171875,0.0869140625,27.097041793857283,0.8798149692528755,disk_precomputed_canonical
t023,tampere17,standard,0.1,jpeg_q50,0.998046875,0.0009765625,28.275534649079287,0.8662611786435441,
t023,tampere17,standard,0.1,gaussian_blur,0.8828125,0.05859375,26.18503753332702,0.8255302779347408,
t023,tampere17,balanced,0.1,none,1.0,0.0,39.20236400483908,0.9841204133777012,
t023,tampere17,balanced,0.1,real_esrgan,0.83984375,0.080078125,27.081875662122236,0.8802759265886492,live_canonical
t023,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,28.236044497974145,0.8680539995252268,
t023,tampere17,balanced,0.1,gaussian_blur,0.90625,0.046875,26.15801426137946,0.8246555460712699,
t023,tampere17,hf,0.1,none,1.0,0.0,43.335296418177826,0.9909894920670158,
t023,tampere17,hf,0.1,real_esrgan,0.890625,0.0546875,27.23600862163634,0.8836833428509627,disk_precomputed_canonical
t023,tampere17,hf,0.1,jpeg_q50,0.904296875,0.0478515625,28.461967611342516,0.8763400361223135,
t023,tampere17,hf,0.1,gaussian_blur,0.958984375,0.0205078125,26.285674935362163,0.8330664838142362,
t024,tampere17,standard,0.1,none,1.0,0.0,39.093714846373054,0.9804000834680467,
t024,tampere17,standard,0.1,real_esrgan,0.640625,0.1796875,30.045632387572745,0.9133393502366026,disk_precomputed_canonical
t024,tampere17,standard,0.1,jpeg_q50,1.0,0.0,30.179251520896052,0.8811835465541179,
t024,tampere17,standard,0.1,gaussian_blur,0.865234375,0.0673828125,27.851487774610405,0.8563516076201362,
t024,tampere17,balanced,0.1,none,1.0,0.0,37.946645929976995,0.9811943726286939,
t024,tampere17,balanced,0.1,real_esrgan,0.673828125,0.1630859375,29.950873374266425,0.9133295411224459,live_canonical
t024,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,30.024713005075494,0.8824371922026298,
t024,tampere17,balanced,0.1,gaussian_blur,0.8984375,0.05078125,27.770304361471165,0.8552231874184005,
t024,tampere17,hf,0.1,none,1.0,0.0,43.38189405751979,0.9888309227850997,
t024,tampere17,hf,0.1,real_esrgan,0.6484375,0.17578125,30.17180799298204,0.9157251935039983,disk_precomputed_canonical
t024,tampere17,hf,0.1,jpeg_q50,0.951171875,0.0244140625,30.56417223978781,0.892734507916384,
t024,tampere17,hf,0.1,gaussian_blur,0.94921875,0.025390625,28.034246270080118,0.8652879516156494,
t025,tampere17,standard,0.1,none,1.0,0.0,39.47315080100778,0.9794657393155868,
t025,tampere17,standard,0.1,real_esrgan,0.603515625,0.1982421875,28.78273878742715,0.7757613269902554,disk_precomputed_canonical
t025,tampere17,standard,0.1,jpeg_q50,1.0,0.0,29.52490654251035,0.8235157061158406,
t025,tampere17,standard,0.1,gaussian_blur,0.892578125,0.0537109375,28.05671099667638,0.8040812702014195,
t025,tampere17,balanced,0.1,none,1.0,0.0,40.687802733876765,0.9835123965697639,
t025,tampere17,balanced,0.1,real_esrgan,0.609375,0.1953125,28.83268844348073,0.7761067198737255,live_canonical
t025,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,29.629851731478762,0.8263975569046673,
t025,tampere17,balanced,0.1,gaussian_blur,0.939453125,0.0302734375,28.101201055004317,0.8054479344788484,
t025,tampere17,hf,0.1,none,1.0,0.0,44.12369265802165,0.9890581990438898,
t025,tampere17,hf,0.1,real_esrgan,0.712890625,0.1435546875,28.943719102144946,0.7767971309508352,disk_precomputed_canonical
t025,tampere17,hf,0.1,jpeg_q50,0.984375,0.0078125,29.843445412536596,0.8347144146540875,
t025,tampere17,hf,0.1,gaussian_blur,0.978515625,0.0107421875,28.234873492251605,0.8137191836013348,
t026,tampere17,standard,0.1,none,1.0,0.0,42.89635061878756,0.9778086231970199,
t026,tampere17,standard,0.1,real_esrgan,0.640625,0.1796875,32.44424251684744,0.9240981362139958,disk_precomputed_canonical
t026,tampere17,standard,0.1,jpeg_q50,0.998046875,0.0009765625,33.4637922667728,0.8845134969179758,
t026,tampere17,standard,0.1,gaussian_blur,0.9765625,0.01171875,32.57507882381164,0.9290836873965316,
t026,tampere17,balanced,0.1,none,1.0,0.0,43.23711488353885,0.9785717208937431,
t026,tampere17,balanced,0.1,real_esrgan,0.6875,0.15625,32.44767741479748,0.9245689775337759,live_canonical
t026,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,33.55604004714464,0.8898388099232215,
t026,tampere17,balanced,0.1,gaussian_blur,0.98828125,0.005859375,32.58303659954754,0.9283391794256318,
t026,tampere17,hf,0.1,none,1.0,0.0,44.971725103855604,0.9828855323862392,
t026,tampere17,hf,0.1,real_esrgan,0.681640625,0.1591796875,33.19557603152014,0.9321292070113488,disk_precomputed_canonical
t026,tampere17,hf,0.1,jpeg_q50,0.779296875,0.1103515625,33.8603131264598,0.9017632612965486,
t026,tampere17,hf,0.1,gaussian_blur,1.0,0.0,32.75301828875331,0.9372528610015326,
t027,tampere17,standard,0.1,none,1.0,0.0,42.52796792105347,0.9784825706008627,
t027,tampere17,standard,0.1,real_esrgan,0.82421875,0.087890625,31.128872806168708,0.8441460799540983,disk_precomputed_canonical
t027,tampere17,standard,0.1,jpeg_q50,0.994140625,0.0029296875,31.275344760693745,0.820562779121308,
t027,tampere17,standard,0.1,gaussian_blur,0.974609375,0.0126953125,32.78042672228482,0.8863918134033911,
t027,tampere17,balanced,0.1,none,1.0,0.0,41.76965485913826,0.9779918049104204,
t027,tampere17,balanced,0.1,real_esrgan,0.845703125,0.0771484375,31.020742449568157,0.8409778840952562,live_canonical
t027,tampere17,balanced,0.1,jpeg_q50,0.99609375,0.001953125,31.22232851784799,0.8206522991977793,
t027,tampere17,balanced,0.1,gaussian_blur,0.970703125,0.0146484375,32.69692380512511,0.8846081437097805,
t027,tampere17,hf,0.1,none,1.0,0.0,44.785312882292914,0.9844869456907336,
t027,tampere17,hf,0.1,real_esrgan,0.845703125,0.0771484375,31.259472312605787,0.8533353281253357,disk_precomputed_canonical
t027,tampere17,hf,0.1,jpeg_q50,0.953125,0.0234375,31.457075427412935,0.8315495621317344,
t027,tampere17,hf,0.1,gaussian_blur,0.99609375,0.001953125,32.9881775924422,0.8951196070767367,
t028,tampere17,standard,0.1,none,1.0,0.0,43.681417788261825,0.9819735663629205,
t028,tampere17,standard,0.1,real_esrgan,0.490234375,0.2548828125,30.018775190003414,0.8513229392018644,disk_precomputed_canonical
t028,tampere17,standard,0.1,jpeg_q50,1.0,0.0,32.841187260992854,0.8526137279411206,
t028,tampere17,standard,0.1,gaussian_blur,0.998046875,0.0009765625,33.68205972686595,0.895757643065564,
t028,tampere17,balanced,0.1,none,1.0,0.0,44.24550013535583,0.9839097745225551,
t028,tampere17,balanced,0.1,real_esrgan,0.515625,0.2421875,30.001563080091664,0.8514060063154553,live_canonical
t028,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,32.90487523901992,0.8557969062667258,
t028,tampere17,balanced,0.1,gaussian_blur,1.0,0.0,33.701267146871395,0.8959667142581894,
t028,tampere17,hf,0.1,none,1.0,0.0,44.92988477175608,0.985193234988405,
t028,tampere17,hf,0.1,real_esrgan,0.65625,0.171875,30.331957430966646,0.8582561903899265,disk_precomputed_canonical
t028,tampere17,hf,0.1,jpeg_q50,0.90625,0.046875,33.06569895615577,0.8640808962157646,
t028,tampere17,hf,0.1,gaussian_blur,1.0,0.0,33.853148056375126,0.9025824062641519,
t029,tampere17,standard,0.1,none,1.0,0.0,38.27947888976126,0.987738649890331,
t029,tampere17,standard,0.1,real_esrgan,0.904296875,0.0478515625,28.265410312627747,0.9226964646586763,disk_precomputed_canonical
t029,tampere17,standard,0.1,jpeg_q50,0.998046875,0.0009765625,27.188271531970724,0.875952298260136,
t029,tampere17,standard,0.1,gaussian_blur,0.82421875,0.087890625,25.037418546612503,0.7791183377894274,
t029,tampere17,balanced,0.1,none,1.0,0.0,37.7543423067205,0.986098074377057,
t029,tampere17,balanced,0.1,real_esrgan,0.884765625,0.0576171875,28.232247853753833,0.9221868352930261,live_canonical
t029,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,27.151794151628472,0.8752140002732588,
t029,tampere17,balanced,0.1,gaussian_blur,0.841796875,0.0791015625,25.01027668958386,0.7772990827951642,
t029,tampere17,hf,0.1,none,1.0,0.0,42.86102624855613,0.9944693275536488,
t029,tampere17,hf,0.1,real_esrgan,0.923828125,0.0380859375,28.50094084070988,0.9263376115109532,disk_precomputed_canonical
t029,tampere17,hf,0.1,jpeg_q50,0.9609375,0.01953125,27.41880898609693,0.8832961998608774,
t029,tampere17,hf,0.1,gaussian_blur,0.93359375,0.033203125,25.152492891778223,0.7861762886112983,
t030,tampere17,standard,0.1,none,1.0,0.0,42.17004131398652,0.9754172356261691,
t030,tampere17,standard,0.1,real_esrgan,0.681640625,0.1591796875,31.55214134983087,0.911565601445875,disk_precomputed_canonical
t030,tampere17,standard,0.1,jpeg_q50,1.0,0.0,34.03581815937577,0.8896285126082694,
t030,tampere17,standard,0.1,gaussian_blur,0.96484375,0.017578125,34.18151629384135,0.9290750964972921,
t030,tampere17,balanced,0.1,none,1.0,0.0,40.95527836147356,0.9728156258844765,
t030,tampere17,balanced,0.1,real_esrgan,0.689453125,0.1552734375,31.493407113469203,0.9105969908974375,live_canonical
t030,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,33.83882409346613,0.8883011632209685,
t030,tampere17,balanced,0.1,gaussian_blur,0.955078125,0.0224609375,34.00046257797331,0.9257215518399023,
t030,tampere17,hf,0.1,none,1.0,0.0,44.6485904920113,0.9818752726923913,
t030,tampere17,hf,0.1,real_esrgan,0.78125,0.109375,31.71953749575364,0.9142395929382933,disk_precomputed_canonical
t030,tampere17,hf,0.1,jpeg_q50,0.9453125,0.02734375,34.462687098968075,0.9043861233262794,
t030,tampere17,hf,0.1,gaussian_blur,0.994140625,0.0029296875,34.503826132835265,0.9384342690102133,
t031,tampere17,standard,0.1,none,1.0,0.0,42.98227827973149,0.9788730101728859,
t031,tampere17,standard,0.1,real_esrgan,0.6484375,0.17578125,31.09822008691133,0.9056563328241963,disk_precomputed_canonical
t031,tampere17,standard,0.1,jpeg_q50,0.998046875,0.0009765625,33.99802789057815,0.8786617582619409,
t031,tampere17,standard,0.1,gaussian_blur,0.982421875,0.0087890625,31.681022972500518,0.9019849612920691,
t031,tampere17,balanced,0.1,none,1.0,0.0,43.634507524019796,0.9797492168718653,
t031,tampere17,balanced,0.1,real_esrgan,0.73828125,0.130859375,31.091004283359062,0.9062720813653827,live_canonical
t031,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,34.11838953986376,0.8831303289819852,
t031,tampere17,balanced,0.1,gaussian_blur,0.994140625,0.0029296875,31.69964301013106,0.9013464248831401,
t031,tampere17,hf,0.1,none,1.0,0.0,44.814691900497444,0.9823900552803915,
t031,tampere17,hf,0.1,real_esrgan,0.6875,0.15625,31.701861636180865,0.9154434893914215,disk_precomputed_canonical
t031,tampere17,hf,0.1,jpeg_q50,0.775390625,0.1123046875,34.39706206194526,0.8943741374057342,
t031,tampere17,hf,0.1,gaussian_blur,0.994140625,0.0029296875,31.818594083248563,0.909637346869295,
t032,tampere17,standard,0.1,none,1.0,0.0,41.11707728326288,0.9791024087310407,
t032,tampere17,standard,0.1,real_esrgan,0.62109375,0.189453125,29.132124050766578,0.9096836178798625,disk_precomputed_canonical
t032,tampere17,standard,0.1,jpeg_q50,1.0,0.0,33.402311275585284,0.9049737243084387,
t032,tampere17,standard,0.1,gaussian_blur,0.943359375,0.0283203125,29.08602806296482,0.8585854727064405,
t032,tampere17,balanced,0.1,none,1.0,0.0,40.48624677061352,0.9787839641574556,
t032,tampere17,balanced,0.1,real_esrgan,0.658203125,0.1708984375,29.022478448422078,0.9090872240990994,live_canonical
t032,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,33.363914996485,0.9084700431528776,
t032,tampere17,balanced,0.1,gaussian_blur,0.9453125,0.02734375,29.044241286638922,0.8572873803085047,
t032,tampere17,hf,0.1,none,1.0,0.0,44.62525192125889,0.9856603607552855,
t032,tampere17,hf,0.1,real_esrgan,0.638671875,0.1806640625,29.133212539514677,0.9155708515971016,disk_precomputed_canonical
t032,tampere17,hf,0.1,jpeg_q50,0.810546875,0.0947265625,33.99156036617208,0.9215549579270715,
t032,tampere17,hf,0.1,gaussian_blur,0.998046875,0.0009765625,29.22630639641026,0.866728632945125,
t033,tampere17,standard,0.1,none,1.0,0.0,42.980707404339064,0.9837044929328048,
t033,tampere17,standard,0.1,real_esrgan,0.751953125,0.1240234375,30.909739286451632,0.7719421417171151,disk_precomputed_canonical
t033,tampere17,standard,0.1,jpeg_q50,1.0,0.0,31.388303483185776,0.8025352996296186,
t033,tampere17,standard,0.1,gaussian_blur,0.9921875,0.00390625,30.685555809400448,0.7852144511382445,
t033,tampere17,balanced,0.1,none,1.0,0.0,43.23866494762834,0.984576417798077,
t033,tampere17,balanced,0.1,real_esrgan,0.755859375,0.1220703125,30.905686749576546,0.771552466529978,live_canonical
t033,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,31.39639304964424,0.8029019758202569,
t033,tampere17,balanced,0.1,gaussian_blur,0.99609375,0.001953125,30.682511166294326,0.784709921775756,
t033,tampere17,hf,0.1,none,1.0,0.0,44.36077177018455,0.9869034477276218,
t033,tampere17,hf,0.1,real_esrgan,0.763671875,0.1181640625,30.963324161394283,0.771746351383647,disk_precomputed_canonical
t033,tampere17,hf,0.1,jpeg_q50,0.97265625,0.013671875,31.518412439247978,0.8100030535234864,
t033,tampere17,hf,0.1,gaussian_blur,1.0,0.0,30.78982818361294,0.792184929555606,
t034,tampere17,standard,0.1,none,1.0,0.0,38.770697673612545,0.9890112241776382,
t034,tampere17,standard,0.1,real_esrgan,0.951171875,0.0244140625,28.579706244465104,0.8997170795755242,disk_precomputed_canonical
t034,tampere17,standard,0.1,jpeg_q50,0.99609375,0.001953125,28.100625789673966,0.8830366393133252,
t034,tampere17,standard,0.1,gaussian_blur,0.833984375,0.0830078125,26.93753065548604,0.8281896373091081,
t034,tampere17,balanced,0.1,none,1.0,0.0,38.06310875500853,0.988287550727644,
t034,tampere17,balanced,0.1,real_esrgan,0.919921875,0.0400390625,28.520040821563132,0.8995700462300765,live_canonical
t034,tampere17,balanced,0.1,jpeg_q50,0.994140625,0.0029296875,28.047026935259034,0.8824987921438909,
t034,tampere17,balanced,0.1,gaussian_blur,0.853515625,0.0732421875,26.889506698430537,0.8271222284303897,
t034,tampere17,hf,0.1,none,1.0,0.0,43.12756425453493,0.995588519499978,
t034,tampere17,hf,0.1,real_esrgan,0.966796875,0.0166015625,28.791686177163733,0.903604791966257,disk_precomputed_canonical
t034,tampere17,hf,0.1,jpeg_q50,0.978515625,0.0107421875,28.33260855619799,0.8890559374528909,
t034,tampere17,hf,0.1,gaussian_blur,0.97265625,0.013671875,27.091387554955272,0.8347500733440176,
t035,tampere17,standard,0.1,none,1.0,0.0,38.917387353162376,0.9843140452042287,
t035,tampere17,standard,0.1,real_esrgan,0.63671875,0.181640625,25.55452243590026,0.897695135354767,disk_precomputed_canonical
t035,tampere17,standard,0.1,jpeg_q50,1.0,0.0,28.95147953946585,0.8732423485699673,
t035,tampere17,standard,0.1,gaussian_blur,0.810546875,0.0947265625,26.308034963420898,0.8612001374475261,
t035,tampere17,balanced,0.1,none,1.0,0.0,40.715445050396696,0.9872772591703601,
t035,tampere17,balanced,0.1,real_esrgan,0.70703125,0.146484375,25.527939461551746,0.8990900691264313,live_canonical
t035,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,29.09143135087266,0.8758235403593374,
t035,tampere17,balanced,0.1,gaussian_blur,0.953125,0.0234375,26.353222386623333,0.8623117705911016,
t035,tampere17,hf,0.1,none,1.0,0.0,44.224786796310845,0.9923158354951767,
t035,tampere17,hf,0.1,real_esrgan,0.787109375,0.1064453125,25.851491432475804,0.9051613266167399,disk_precomputed_canonical
t035,tampere17,hf,0.1,jpeg_q50,0.9140625,0.04296875,29.283697223409774,0.8820363707865589,
t035,tampere17,hf,0.1,gaussian_blur,0.98828125,0.005859375,26.44077644204518,0.8682786075090428,
t036,tampere17,standard,0.1,none,1.0,0.0,37.32508654976576,0.9864351841208644,
t036,tampere17,standard,0.1,real_esrgan,0.875,0.0625,27.342889045772164,0.9368846204556128,disk_precomputed_canonical
t036,tampere17,standard,0.1,jpeg_q50,1.0,0.0,26.734765502915423,0.8943702707972547,
t036,tampere17,standard,0.1,gaussian_blur,0.763671875,0.1181640625,24.740466573206263,0.835650757957957,
t036,tampere17,balanced,0.1,none,1.0,0.0,36.961875398713545,0.987678937100298,
t036,tampere17,balanced,0.1,real_esrgan,0.896484375,0.0517578125,27.3120918735988,0.9374770274080376,live_canonical
t036,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,26.717300368566622,0.8963439955453193,
t036,tampere17,balanced,0.1,gaussian_blur,0.810546875,0.0947265625,24.716596033617243,0.8354196379283488,
t036,tampere17,hf,0.1,none,1.0,0.0,42.34129633659096,0.9931769518640952,
t036,tampere17,hf,0.1,real_esrgan,0.927734375,0.0361328125,27.684618624356393,0.9432941094981021,disk_precomputed_canonical
t036,tampere17,hf,0.1,jpeg_q50,0.90625,0.046875,27.016392430822272,0.9036860832198844,
t036,tampere17,hf,0.1,gaussian_blur,0.923828125,0.0380859375,24.881092376821023,0.8430978623983423,
t037,tampere17,standard,0.1,none,1.0,0.0,38.8776941318934,0.98547521951658,
t037,tampere17,standard,0.1,real_esrgan,0.841796875,0.0791015625,27.34163434601641,0.8633470009107836,disk_precomputed_canonical
t037,tampere17,standard,0.1,jpeg_q50,1.0,0.0,27.408859483121386,0.8404274849461153,
t037,tampere17,standard,0.1,gaussian_blur,0.849609375,0.0751953125,26.520268497633886,0.7884045661982503,
t037,tampere17,balanced,0.1,none,1.0,0.0,37.342874628759,0.9830283249942292,
t037,tampere17,balanced,0.1,real_esrgan,0.841796875,0.0791015625,27.277169882355796,0.860551213246715,live_canonical
t037,tampere17,balanced,0.1,jpeg_q50,0.998046875,0.0009765625,27.309237919821715,0.8393747801380078,
t037,tampere17,balanced,0.1,gaussian_blur,0.865234375,0.0673828125,26.43522335997553,0.7851370700478785,
t037,tampere17,hf,0.1,none,1.0,0.0,43.34008401264661,0.9929790064694696,
t037,tampere17,hf,0.1,real_esrgan,0.861328125,0.0693359375,27.52698359510476,0.866487271044606,disk_precomputed_canonical
t037,tampere17,hf,0.1,jpeg_q50,0.958984375,0.0205078125,27.6078723909298,0.8491534887073563,
t037,tampere17,hf,0.1,gaussian_blur,0.974609375,0.0126953125,26.659095560434103,0.7957290318931042,
t038,tampere17,standard,0.1,none,1.0,0.0,41.364082598363424,0.9837349682527572,
t038,tampere17,standard,0.1,real_esrgan,0.857421875,0.0712890625,29.21325791279407,0.8418029352168773,disk_precomputed_canonical
t038,tampere17,standard,0.1,jpeg_q50,1.0,0.0,31.08850718070274,0.8453154093693481,
t038,tampere17,standard,0.1,gaussian_blur,0.943359375,0.0283203125,29.668352219555842,0.8069566513590244,
t038,tampere17,balanced,0.1,none,1.0,0.0,41.46257387673246,0.9841294665975222,
t038,tampere17,balanced,0.1,real_esrgan,0.8515625,0.07421875,29.26883250877931,0.8444936089616247,live_canonical
t038,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,31.09504888423431,0.8456739562166483,
t038,tampere17,balanced,0.1,gaussian_blur,0.978515625,0.0107421875,29.661544835653206,0.8065906184464343,
t038,tampere17,hf,0.1,none,1.0,0.0,43.89776933375665,0.9884194736563682,
t038,tampere17,hf,0.1,real_esrgan,0.869140625,0.0654296875,29.427139332037207,0.8462677887198039,disk_precomputed_canonical
t038,tampere17,hf,0.1,jpeg_q50,0.966796875,0.0166015625,31.300970564827892,0.8537300151984436,
t038,tampere17,hf,0.1,gaussian_blur,0.998046875,0.0009765625,29.810689872742003,0.814650597891584,
t039,tampere17,standard,0.1,none,1.0,0.0,41.542229409991236,0.9846771498631334,
t039,tampere17,standard,0.1,real_esrgan,0.623046875,0.1884765625,29.676716426030346,0.8402843130451122,disk_precomputed_canonical
t039,tampere17,standard,0.1,jpeg_q50,0.99609375,0.001953125,28.835443773245988,0.8171529721576282,
t039,tampere17,standard,0.1,gaussian_blur,0.94140625,0.029296875,29.677532593888124,0.845798462397726,
t039,tampere17,balanced,0.1,none,0.998046875,0.0009765625,38.21723831037496,0.9731331443062459,
t039,tampere17,balanced,0.1,real_esrgan,0.505859375,0.2470703125,29.497707091749955,0.8359280829676062,live_canonical
t039,tampere17,balanced,0.1,jpeg_q50,0.978515625,0.0107421875,28.59446668016426,0.8089947778209395,
t039,tampere17,balanced,0.1,gaussian_blur,0.859375,0.0703125,29.433893284141945,0.837731705114193,
t039,tampere17,hf,0.1,none,1.0,0.0,43.8844877966677,0.9905695802298311,
t039,tampere17,hf,0.1,real_esrgan,0.728515625,0.1357421875,29.683816828127693,0.8379815476115832,disk_precomputed_canonical
t039,tampere17,hf,0.1,jpeg_q50,0.978515625,0.0107421875,28.95008399106484,0.8234413511782397,
t039,tampere17,hf,0.1,gaussian_blur,0.982421875,0.0087890625,29.808121751909624,0.8525757381688437,
t040,tampere17,standard,0.1,none,1.0,0.0,40.52587638194338,0.9879963920851117,
t040,tampere17,standard,0.1,real_esrgan,0.921875,0.0390625,27.889629910167287,0.868590573570116,disk_precomputed_canonical
t040,tampere17,standard,0.1,jpeg_q50,1.0,0.0,28.153888871533862,0.8292186170002322,
t040,tampere17,standard,0.1,gaussian_blur,0.923828125,0.0380859375,27.786166858168315,0.7872913160509646,
t040,tampere17,balanced,0.1,none,1.0,0.0,39.363593125757106,0.9861204700095719,
t040,tampere17,balanced,0.1,real_esrgan,0.947265625,0.0263671875,27.83900565414701,0.8672295386506964,live_canonical
t040,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,28.101829167884485,0.8281206150209782,
t040,tampere17,balanced,0.1,gaussian_blur,0.90625,0.046875,27.728254615632434,0.7848305514496765,
t040,tampere17,hf,0.1,none,1.0,0.0,43.378764549611006,0.9928745191227945,
t040,tampere17,hf,0.1,real_esrgan,0.947265625,0.0263671875,28.00477362610241,0.8712051043785527,disk_precomputed_canonical
t040,tampere17,hf,0.1,jpeg_q50,0.970703125,0.0146484375,28.278193909203814,0.8350944839817996,
t040,tampere17,hf,0.1,gaussian_blur,0.98828125,0.005859375,27.89896812940585,0.7935742893150003,
t041,tampere17,standard,0.1,none,1.0,0.0,41.63529332830563,0.9839800685959954,
t041,tampere17,standard,0.1,real_esrgan,0.845703125,0.0771484375,28.881981844071,0.8669011960085702,disk_precomputed_canonical
t041,tampere17,standard,0.1,jpeg_q50,1.0,0.0,30.638798205457974,0.8468281269050175,
t041,tampere17,standard,0.1,gaussian_blur,0.96484375,0.017578125,29.448321109479814,0.8259153973336067,
t041,tampere17,balanced,0.1,none,1.0,0.0,41.854151351544395,0.9851737762598592,
t041,tampere17,balanced,0.1,real_esrgan,0.896484375,0.0517578125,28.887983004965072,0.8679755371553707,live_canonical
t041,tampere17,balanced,0.1,jpeg_q50,1.0,0.0,30.66020849225047,0.8488888660265981,
t041,tampere17,balanced,0.1,gaussian_blur,0.9609375,0.01953125,29.443746191124415,0.8259834739146417,
t041,tampere17,hf,0.1,none,1.0,0.0,44.39873742737345,0.9891991890035546,
t041,tampere17,hf,0.1,real_esrgan,0.908203125,0.0458984375,29.082901335670563,0.8706059472787983,disk_precomputed_canonical
t041,tampere17,hf,0.1,jpeg_q50,0.916015625,0.0419921875,30.842932862212287,0.8564824983435,
t041,tampere17,hf,0.1,gaussian_blur,0.9921875,0.00390625,29.574052629125095,0.8331738654174096,
t042,tampere17,standard,0.1,none,1.0,0.0,39.530782424196644,0.9858802577789451,
t042,tampere17,standard,0.1,real_esrgan,0.80859375,0.095703125,28.044890844955916,0.8826965542791303,disk_precomputed_canonical
t042,tampere17,standard,0.1,jpeg_q50,0.9921875,0.00390625,28.28249241991471,0.8523104098122855,
t042,tampere17,standard,0.1,gaussian_blur,0.896484375,0.0517578125,26.947942844987356,0.8245563602164881,
t042,tampere17,balanced,0.1,none,1.0,0.0,39.90920222431143,0.9866826665426031,
t042,tampere17,balanced,0.1,real_esrgan,0.83203125,0.083984375,28.048454938914485,0.8827432039157328,live_canonical
t042,tampere17,balanced,0.1,jpeg_q50,0.990234375,0.0048828125,28.314032258018248,0.8526689179303935,
t042,tampere17,balanced,0.1,gaussian_blur,0.93359375,0.033203125,26.952588155750984,0.8243833649991426,
t042,tampere17,hf,0.1,none,1.0,0.0,43.70921612196197,0.9922791096088961,
t042,tampere17,hf,0.1,real_esrgan,0.8671875,0.06640625,28.227178397154496,0.8862786254304513,disk_precomputed_canonical
t042,tampere17,hf,0.1,jpeg_q50,0.94921875,0.025390625,28.50019407194236,0.8594230704593989,
t042,tampere17,hf,0.1,gaussian_blur,0.9765625,0.01171875,27.08025555185332,0.8315116396868453,
t043,tampere17,standard,0.1,none,1.0,0.0,39.15752054027979,0.9862631577871007,
t043,tampere17,standard,0.1,real_esrgan,0.841796875,0.0791015625,26.922126443465842,0.8405788846263299,disk_precomputed_canonical
